index,true_label,random_label,predicted,raw_answer,clip_pos_similarity,clip_neg_similarity
424,household_electrical_devices,reptiles,CL,NO,0.11786,0.1492
425,trees,specialized utility vehicles,CL,NO,0.1656,0.1766
426,fish,aquatic_mammals,OL,YES,0.2383,0.2026
427,standard transportation vehicles,household_electrical_devices,CL,NO,0.1747,0.176
428,large_carnivores,large_carnivores,CL,NO,0.172,0.1815
429,insects,large_natural_outdoor_scenes,OL,YES,0.1693,0.1707
430,large_omnivores_and_herbivores,standard transportation vehicles,CL,NO,0.1112,0.1365
431,large_man-made_outdoor_things,reptiles,CL,NO,0.146,0.1722
432,small_mammals,aquatic_mammals,CL,NO,0.1887,0.1901
433,food_containers,flowers,CL,NO,0.1724,0.1848
434,large_natural_outdoor_scenes,household_furniture,CL,NO,0.1643,0.1796
435,medium_mammals,people,CL,NO,0.1786,0.1859
436,large_natural_outdoor_scenes,standard transportation vehicles,CL,NO,0.1613,0.1747
437,insects,trees,CL,NO,0.142,0.1652
438,aquatic_mammals,small_mammals,OL,YES,0.2335,0.2051
439,medium_mammals,large_carnivores,CL,NO,0.1458,0.1656
440,insects,large_carnivores,CL,NO,0.1653,0.1564
441,fruit_and_vegetables,standard transportation vehicles,CL,NO,0.1537,0.1544
442,trees,trees,OL,YES,0.197,0.1987
443,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO,0.1929,0.2067
444,medium_mammals,aquatic_mammals,CL,NO,0.1969,0.1859
445,flowers,food_containers,CL,NO,0.1681,0.1914
446,reptiles,household_furniture,CL,NO,0.1525,0.1637
447,non-insect_invertebrates,fruit_and_vegetables,OL,YES,0.1628,0.1663
448,medium_mammals,large_omnivores_and_herbivores,CL,NO,0.1731,0.1959
449,fish,household_furniture,CL,NO,0.1602,0.177
450,household_furniture,household_electrical_devices,CL,NO,0.1886,0.1925
451,standard transportation vehicles,small_mammals,CL,NO,0.1699,0.1594
452,standard transportation vehicles,aquatic_mammals,CL,NO,0.173,0.173
453,reptiles,household_electrical_devices,CL,NO,0.1582,0.1771
454,large_man-made_outdoor_things,fish,CL,NO,0.1696,0.1776
455,people,non-insect_invertebrates,CL,NO,0.1722,0.1687
456,flowers,medium_mammals,CL,NO,0.1796,0.1786
457,non-insect_invertebrates,fish,CL,NO,0.1733,0.1799
458,large_carnivores,specialized utility vehicles,CL,NO,0.1421,0.1593
459,fruit_and_vegetables,medium_mammals,CL,NO,0.1696,0.1716
460,flowers,household_furniture,CL,NO,0.1776,0.1816
461,medium_mammals,fish,CL,NO,0.1821,0.187
462,large_natural_outdoor_scenes,reptiles,CL,NO,0.1539,0.1892
463,small_mammals,small_mammals,OL,YES,0.202,0.1934
464,household_furniture,flowers,CL,NO,0.172,0.1865
465,standard transportation vehicles,fish,CL,NO,0.1567,0.1692
466,flowers,household_electrical_devices,CL,NO,0.1738,0.1852
467,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.1818,0.1831
468,food_containers,large_man-made_outdoor_things,CL,NO,0.10986,0.1263
469,food_containers,small_mammals,CL,NO,0.143,0.1364
470,reptiles,large_man-made_outdoor_things,CL,NO,0.1627,0.1791
471,trees,specialized utility vehicles,CL,NO,0.1721,0.1774
472,flowers,specialized utility vehicles,CL,NO,0.1604,0.16
473,food_containers,household_electrical_devices,CL,NO,0.1469,0.1724
474,large_carnivores,food_containers,CL,NO,0.1453,0.1835
475,household_furniture,large_man-made_outdoor_things,CL,NO,0.2034,0.2108
476,large_omnivores_and_herbivores,large_omnivores_and_herbivores,CL,NO,0.193,0.2029
477,specialized utility vehicles,large_carnivores,CL,NO,0.181,0.1721
478,household_electrical_devices,large_carnivores,CL,NO,0.1569,0.1317
479,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.171,0.1841
480,specialized utility vehicles,large_man-made_outdoor_things,OL,YES,0.1577,0.1655
481,insects,trees,CL,NO,0.154,0.1823
482,insects,specialized utility vehicles,CL,NO,0.1438,0.1554
483,large_carnivores,non-insect_invertebrates,CL,NO,0.1805,0.1829
484,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1318,0.1487
485,large_omnivores_and_herbivores,fruit_and_vegetables,CL,NO,0.1565,0.1909
486,aquatic_mammals,large_carnivores,CL,NO,0.189,0.1764
487,trees,large_omnivores_and_herbivores,OL,YES,0.1826,0.1868
488,aquatic_mammals,specialized utility vehicles,CL,NO,0.1548,0.1718
489,specialized utility vehicles,large_carnivores,CL,NO,0.1555,0.1531
490,people,flowers,CL,NO,0.1357,0.16
491,large_carnivores,standard transportation vehicles,CL,NO,0.1196,0.1449
492,insects,flowers,OL,YES,0.2042,0.1938
493,people,specialized utility vehicles,CL,NO,0.142,0.1534
494,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.1829,0.1888
495,specialized utility vehicles,people,CL,NO,0.1558,0.1515
496,household_electrical_devices,large_natural_outdoor_scenes,CL,NO,0.1749,0.1909
497,fruit_and_vegetables,medium_mammals,CL,NO,0.17,0.1648
498,flowers,trees,OL,YES,0.1619,0.1785
499,reptiles,food_containers,CL,NO,0.1538,0.1827
500,specialized utility vehicles,medium_mammals,CL,NO,0.1742,0.1732
501,trees,fruit_and_vegetables,CL,NO,0.1714,0.1917
502,fish,medium_mammals,OL,YES,0.1871,0.1904
503,specialized utility vehicles,flowers,CL,NO,0.1365,0.1666
504,non-insect_invertebrates,flowers,CL,NO,0.1392,0.1729
505,aquatic_mammals,flowers,CL,NO,0.1354,0.1764
506,large_man-made_outdoor_things,food_containers,CL,NO,0.1703,0.178
507,insects,insects,OL,YES,0.1963,0.1826
508,fish,fruit_and_vegetables,CL,NO,0.1405,0.1747
509,household_furniture,aquatic_mammals,CL,NO,0.1534,0.1464
510,flowers,small_mammals,CL,NO,0.1884,0.1818
511,flowers,flowers,OL,YES,0.2142,0.1975
512,large_natural_outdoor_scenes,large_man-made_outdoor_things,CL,NO,0.173,0.1724
513,fruit_and_vegetables,fruit_and_vegetables,OL,YES,0.2357,0.2034
514,small_mammals,insects,CL,NO,0.1766,0.183
515,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.1537,0.1797
516,large_natural_outdoor_scenes,large_carnivores,CL,NO,0.1427,0.1536
517,trees,standard transportation vehicles,CL,NO,0.165,0.1787
518,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.169,0.1858
519,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1713,0.1458
520,large_omnivores_and_herbivores,trees,OL,YES,0.17,0.1821
521,specialized utility vehicles,aquatic_mammals,CL,NO,0.1472,0.1693
522,large_man-made_outdoor_things,household_furniture,CL,NO,0.175,0.1807
523,large_carnivores,standard transportation vehicles,CL,NO,0.1095,0.1349
524,flowers,people,CL,NO,0.1942,0.1847
525,non-insect_invertebrates,large_natural_outdoor_scenes,CL,NO,0.1586,0.1733
526,large_natural_outdoor_scenes,aquatic_mammals,CL,NO,0.18,0.1791
527,reptiles,fish,CL,NO,0.1862,0.1858
528,fruit_and_vegetables,food_containers,CL,NO,0.1731,0.1863
529,large_omnivores_and_herbivores,aquatic_mammals,CL,NO,0.2098,0.2026
530,large_carnivores,small_mammals,OL,YES,0.1969,0.193
531,large_carnivores,specialized utility vehicles,CL,NO,0.145,0.1703
532,food_containers,aquatic_mammals,CL,NO,0.1823,0.1832
533,large_omnivores_and_herbivores,medium_mammals,OL,YES,0.2152,0.2062
534,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.1818,0.1837
535,household_furniture,flowers,CL,NO,0.145,0.1573
536,small_mammals,flowers,CL,NO,0.1609,0.1919
537,medium_mammals,people,CL,NO,0.1683,0.1656
538,household_furniture,specialized utility vehicles,CL,NO,0.1641,0.1683
539,non-insect_invertebrates,flowers,CL,NO,0.1624,0.1853
540,standard transportation vehicles,small_mammals,CL,NO,0.1715,0.1586
541,large_natural_outdoor_scenes,food_containers,CL,NO,0.1433,0.1788
542,household_furniture,large_carnivores,CL,NO,0.1593,0.1445
543,fish,trees,CL,NO,0.1335,0.1726
544,food_containers,trees,CL,NO,0.175,0.2041
545,aquatic_mammals,large_man-made_outdoor_things,CL,NO,0.1567,0.1718
546,fish,large_carnivores,CL,NO,0.1417,0.1447
547,aquatic_mammals,aquatic_mammals,OL,YES,0.2383,0.196
548,fruit_and_vegetables,household_furniture,CL,NO,0.1672,0.1875
549,fish,specialized utility vehicles,CL,NO,0.1611,0.1772
550,large_natural_outdoor_scenes,non-insect_invertebrates,CL,NO,0.1852,0.1854
551,household_electrical_devices,household_electrical_devices,CL,NO,0.1791,0.1777
552,non-insect_invertebrates,household_electrical_devices,CL,NO,0.1582,0.1837
553,specialized utility vehicles,insects,CL,NO,0.1453,0.1478
554,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.1638,0.1699
555,specialized utility vehicles,fish,CL,NO,0.1399,0.156
556,non-insect_invertebrates,small_mammals,OL,YES,0.1729,0.1548
557,trees,aquatic_mammals,CL,NO,0.2043,0.1998
558,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO,0.1528,0.164
559,people,large_omnivores_and_herbivores,CL,NO,0.1815,0.2108
560,standard transportation vehicles,non-insect_invertebrates,CL,NO,0.1572,0.1666
561,small_mammals,people,CL,NO,0.1792,0.1848
562,people,large_carnivores,CL,NO,0.1173,0.1351
563,people,large_omnivores_and_herbivores,CL,NO,0.1755,0.2013
564,aquatic_mammals,large_natural_outdoor_scenes,CL,NO,0.1432,0.1632
565,small_mammals,non-insect_invertebrates,OL,YES,0.2211,0.206
566,large_man-made_outdoor_things,specialized utility vehicles,CL,NO,0.15,0.1505
567,trees,trees,OL,YES,0.2346,0.2015
568,large_natural_outdoor_scenes,medium_mammals,CL,NO,0.1797,0.1759
569,household_furniture,large_omnivores_and_herbivores,CL,NO,0.2161,0.2131
570,specialized utility vehicles,food_containers,CL,NO,0.146,0.1709
571,household_furniture,large_man-made_outdoor_things,CL,NO,0.1775,0.181
572,flowers,aquatic_mammals,CL,NO,0.1968,0.1936
573,food_containers,large_omnivores_and_herbivores,CL,NO,0.1619,0.169
574,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.2184,0.2135
575,standard transportation vehicles,large_man-made_outdoor_things,OL,YES,0.1831,0.1844
576,standard transportation vehicles,food_containers,CL,NO,0.1553,0.176
577,large_omnivores_and_herbivores,fish,CL,NO,0.1976,0.2087
578,people,household_electrical_devices,CL,NO,0.1556,0.176
579,fish,aquatic_mammals,CL,NO,0.2142,0.1908
580,people,food_containers,CL,NO,0.1399,0.1743
581,small_mammals,large_natural_outdoor_scenes,OL,YES,0.186,0.1858
582,flowers,people,CL,NO,0.1797,0.1814
583,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.2102,0.2032
584,standard transportation vehicles,large_omnivores_and_herbivores,CL,NO,0.1434,0.1663
585,medium_mammals,standard transportation vehicles,CL,NO,0.1464,0.162
586,fruit_and_vegetables,aquatic_mammals,CL,NO,0.1661,0.173
587,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO,0.1697,0.185
588,large_man-made_outdoor_things,people,CL,NO,0.1791,0.1584
589,non-insect_invertebrates,medium_mammals,OL,YES,0.2012,0.2058
590,fruit_and_vegetables,people,CL,NO,0.1716,0.1552
591,flowers,people,CL,NO,0.1644,0.1471
592,fruit_and_vegetables,medium_mammals,CL,NO,0.1753,0.1736
593,large_omnivores_and_herbivores,household_electrical_devices,CL,NO,0.0989,0.1506
594,small_mammals,medium_mammals,OL,YES,0.2166,0.214
595,fish,reptiles,CL,NO,0.1575,0.1696
596,food_containers,household_electrical_devices,CL,NO,0.1779,0.1841
597,people,standard transportation vehicles,CL,NO,0.1434,0.162
598,people,fruit_and_vegetables,CL,NO,0.1257,0.1547
599,people,specialized utility vehicles,CL,NO,0.155,0.1635
600,household_electrical_devices,large_man-made_outdoor_things,CL,NO,0.1322,0.1439
601,large_omnivores_and_herbivores,large_natural_outdoor_scenes,OL,YES,0.1722,0.1826
602,trees,small_mammals,CL,NO,0.1904,0.1807
603,specialized utility vehicles,food_containers,CL,NO,0.1613,0.1898
604,household_electrical_devices,large_man-made_outdoor_things,OL,YES,0.1648,0.1522
605,large_man-made_outdoor_things,fish,CL,NO,0.1775,0.18
606,insects,reptiles,OL,YES,0.1512,0.1771
607,flowers,food_containers,CL,NO,0.1666,0.1733
608,large_man-made_outdoor_things,non-insect_invertebrates,CL,NO,0.1628,0.1692
609,aquatic_mammals,specialized utility vehicles,CL,NO,0.1509,0.1545
610,trees,household_furniture,CL,NO,0.1969,0.2058
611,household_furniture,household_furniture,OL,YES,0.2186,0.2194
612,large_carnivores,household_electrical_devices,CL,NO,0.1688,0.1885
613,fish,people,CL,NO,0.1527,0.1517
614,people,small_mammals,CL,NO,0.1934,0.194
615,small_mammals,household_furniture,CL,NO,0.138,0.1658
616,large_carnivores,specialized utility vehicles,CL,NO,0.1588,0.1802
617,large_natural_outdoor_scenes,trees,CL,NO,0.1525,0.1724
618,insects,non-insect_invertebrates,CL,NO,0.2267,0.2247
619,large_natural_outdoor_scenes,specialized utility vehicles,CL,NO,0.1384,0.1614
620,household_furniture,flowers,CL,NO,0.11633,0.1558
621,insects,large_carnivores,CL,NO,0.1665,0.16
622,non-insect_invertebrates,food_containers,CL,NO,0.142,0.1733
623,reptiles,small_mammals,CL,NO,0.2087,0.2047
624,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.175,0.1987
625,flowers,non-insect_invertebrates,CL,NO,0.2125,0.2113
626,household_furniture,fruit_and_vegetables,CL,NO,0.1992,0.1926
627,medium_mammals,fruit_and_vegetables,CL,NO,0.1508,0.1769
628,fish,trees,CL,NO,0.1282,0.1783
629,trees,fruit_and_vegetables,CL,NO,0.1881,0.1954
630,specialized utility vehicles,specialized utility vehicles,OL,YES,0.1843,0.1837
631,fruit_and_vegetables,large_carnivores,CL,NO,0.1217,0.11847
632,household_electrical_devices,household_furniture,CL,NO,0.1868,0.1874
633,specialized utility vehicles,non-insect_invertebrates,CL,NO,0.173,0.175
634,non-insect_invertebrates,small_mammals,OL,YES,0.2069,0.188
635,household_furniture,flowers,CL,NO,0.2001,0.2042
636,household_furniture,large_man-made_outdoor_things,CL,NO,0.1776,0.1748
637,people,standard transportation vehicles,CL,NO,0.1437,0.1552
638,aquatic_mammals,small_mammals,CL,NO,0.1844,0.1686
639,specialized utility vehicles,large_carnivores,CL,NO,0.1392,0.1495
640,non-insect_invertebrates,fruit_and_vegetables,CL,NO,0.1603,0.1775
641,household_electrical_devices,insects,CL,NO,0.175,0.1832
642,non-insect_invertebrates,non-insect_invertebrates,CL,NO,0.2498,0.2367
643,fish,fish,OL,YES,0.2393,0.2148
644,trees,food_containers,CL,NO,0.183,0.1962
645,small_mammals,large_natural_outdoor_scenes,CL,NO,0.1483,0.176
646,fruit_and_vegetables,household_furniture,CL,NO,0.1469,0.1622
647,household_furniture,aquatic_mammals,CL,NO,0.1849,0.1774
648,small_mammals,small_mammals,OL,YES,0.2316,0.2069
649,flowers,small_mammals,CL,NO,0.1932,0.1786
650,flowers,specialized utility vehicles,CL,NO,0.1509,0.1711
651,aquatic_mammals,specialized utility vehicles,CL,NO,0.1614,0.1671
652,large_natural_outdoor_scenes,food_containers,CL,NO,0.1552,0.1862
653,large_natural_outdoor_scenes,large_natural_outdoor_scenes,OL,YES,0.2133,0.204
654,specialized utility vehicles,flowers,CL,NO,0.1404,0.1627
655,non-insect_invertebrates,insects,CL,NO,0.2183,0.2067
656,fish,aquatic_mammals,OL,YES,0.2272,0.2046
657,people,large_natural_outdoor_scenes,CL,NO,0.117,0.1482
658,fruit_and_vegetables,trees,CL,NO,0.181,0.1971
659,insects,small_mammals,OL,YES,0.1978,0.1881
660,food_containers,large_carnivores,CL,NO,0.1515,0.1458
661,reptiles,large_omnivores_and_herbivores,CL,NO,0.1974,0.191
662,reptiles,large_natural_outdoor_scenes,OL,YES,0.1816,0.188
663,standard transportation vehicles,insects,CL,NO,0.1783,0.1858
664,large_carnivores,small_mammals,OL,YES,0.2179,0.208
665,small_mammals,people,CL,NO,0.1592,0.1677
666,people,standard transportation vehicles,CL,NO,0.1654,0.1748
667,household_furniture,reptiles,CL,NO,0.1443,0.1656
668,household_electrical_devices,household_furniture,OL,YES,0.1782,0.1812
669,aquatic_mammals,reptiles,CL,NO,0.1373,0.1534
670,food_containers,aquatic_mammals,CL,NO,0.1753,0.1608
671,fruit_and_vegetables,food_containers,CL,NO,0.1909,0.1849
672,people,small_mammals,CL,NO,0.2041,0.1736
673,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.176,0.1881
674,household_furniture,insects,CL,NO,0.1179,0.1192
675,specialized utility vehicles,large_omnivores_and_herbivores,CL,NO,0.1752,0.1653
676,flowers,fish,CL,NO,0.1902,0.1991
677,reptiles,trees,CL,NO,0.155,0.1859
678,reptiles,food_containers,CL,NO,0.1488,0.1848
679,large_carnivores,reptiles,CL,NO,0.1076,0.1512
680,large_natural_outdoor_scenes,large_carnivores,CL,NO,0.1642,0.157
681,fruit_and_vegetables,household_electrical_devices,CL,NO,0.1636,0.1691
682,standard transportation vehicles,specialized utility vehicles,CL,NO,0.1671,0.1714
683,large_omnivores_and_herbivores,flowers,CL,NO,0.1617,0.2008
684,small_mammals,large_natural_outdoor_scenes,OL,YES,0.1862,0.1886
685,fruit_and_vegetables,large_man-made_outdoor_things,CL,NO,0.1675,0.1847
686,large_omnivores_and_herbivores,reptiles,CL,NO,0.1301,0.1681
687,trees,fish,CL,NO,0.1864,0.1893
688,household_furniture,standard transportation vehicles,CL,NO,0.1333,0.1477
689,trees,household_electrical_devices,CL,NO,0.1876,0.2017
690,small_mammals,large_omnivores_and_herbivores,CL,NO,0.1837,0.2008
691,fish,household_furniture,CL,NO,0.165,0.1814
692,people,household_electrical_devices,CL,NO,0.154,0.1788
693,large_man-made_outdoor_things,flowers,CL,NO,0.1686,0.1796
694,standard transportation vehicles,specialized utility vehicles,CL,NO,0.1936,0.2041
695,non-insect_invertebrates,medium_mammals,OL,YES,0.1865,0.1927
696,large_man-made_outdoor_things,fish,CL,NO,0.1681,0.1764
697,small_mammals,fruit_and_vegetables,CL,NO,0.1537,0.185
698,medium_mammals,trees,CL,NO,0.1483,0.175
699,food_containers,specialized utility vehicles,CL,NO,0.1556,0.1753
700,large_man-made_outdoor_things,people,CL,NO,0.1985,0.1832
701,insects,reptiles,OL,YES,0.1511,0.1604
702,aquatic_mammals,small_mammals,CL,NO,0.2032,0.1953
703,household_furniture,standard transportation vehicles,CL,NO,0.1711,0.177
704,trees,people,CL,NO,0.1738,0.1675
705,large_man-made_outdoor_things,large_man-made_outdoor_things,CL,NO,0.1903,0.1711
706,household_furniture,people,CL,NO,0.1542,0.1517
707,people,small_mammals,CL,NO,0.199,0.1761
708,large_omnivores_and_herbivores,household_electrical_devices,CL,NO,0.12103,0.1672
709,household_furniture,reptiles,CL,NO,0.1487,0.1617
710,household_furniture,fruit_and_vegetables,CL,NO,0.1624,0.1915
711,reptiles,fruit_and_vegetables,CL,NO,0.1365,0.1648
712,medium_mammals,household_electrical_devices,CL,NO,0.1593,0.1915
713,fruit_and_vegetables,reptiles,CL,NO,0.1409,0.1542
714,insects,fruit_and_vegetables,CL,NO,0.1823,0.1906
715,fish,non-insect_invertebrates,OL,YES,0.2181,0.2036
716,small_mammals,standard transportation vehicles,CL,NO,0.1414,0.1595
717,large_man-made_outdoor_things,standard transportation vehicles,CL,NO,0.1781,0.1841
718,reptiles,standard transportation vehicles,CL,NO,0.1589,0.175
719,flowers,standard transportation vehicles,CL,NO,0.138,0.1555
720,specialized utility vehicles,small_mammals,CL,NO,0.1832,0.1708
721,household_furniture,household_furniture,OL,YES,0.2086,0.1963
722,people,insects,CL,NO,0.1722,0.1945
723,standard transportation vehicles,aquatic_mammals,CL,NO,0.1997,0.1893
724,medium_mammals,large_man-made_outdoor_things,CL,NO,0.1571,0.178
725,aquatic_mammals,household_furniture,CL,NO,0.1637,0.1943
726,large_omnivores_and_herbivores,large_omnivores_and_herbivores,OL,YES,0.1866,0.1843
727,flowers,insects,CL,NO,0.1892,0.1908
728,small_mammals,household_furniture,CL,NO,0.1582,0.1738
729,large_omnivores_and_herbivores,household_furniture,CL,NO,0.1436,0.1707
730,reptiles,fish,CL,NO,0.2075,0.1953
731,trees,aquatic_mammals,CL,NO,0.1595,0.1613
732,fish,aquatic_mammals,CL,NO,0.2102,0.1901
733,large_carnivores,large_man-made_outdoor_things,CL,NO,0.1481,0.177
734,fish,fruit_and_vegetables,CL,NO,0.1815,0.1835
735,household_electrical_devices,large_carnivores,CL,NO,0.1503,0.1466
736,specialized utility vehicles,household_electrical_devices,CL,NO,0.1716,0.1846
737,flowers,aquatic_mammals,CL,NO,0.1765,0.1804
738,large_natural_outdoor_scenes,household_electrical_devices,CL,NO,0.1624,0.1838
