index,true_label,candidate_labels,complementary_label
416,1,"['one'; 'eight'; 'two'; 'four'; 'three']",eight
417,5,"['two'; 'five'; 'zero'; 'four'; 'three']",zero
418,8,"['three'; 'five'; 'zero'; 'nine'; 'four']",zero
419,9,"['one'; 'eight'; 'six'; 'four'; 'zero']",zero
420,5,"['four'; 'zero'; 'five'; 'three'; 'two']",zero
421,6,"['five'; 'two'; 'seven'; 'one'; 'four']",two
422,7,"['one'; 'two'; 'zero'; 'six'; 'nine']",zero
423,9,"['one'; 'four'; 'six'; 'zero'; 'eight']",zero
424,9,"['four'; 'six'; 'zero'; 'eight'; 'one']",zero
425,3,"['three'; 'five'; 'eight'; 'zero'; 'six']",zero
426,7,"['six'; 'one'; 'zero'; 'two'; 'nine']",zero
427,0,"['nine'; 'six'; 'four'; 'zero'; 'one']",zero
428,9,"['six'; 'four'; 'one'; 'zero'; 'eight']",zero
429,0,"['nine'; 'one'; 'six'; 'zero'; 'four']",zero
430,6,"['one'; 'four'; 'seven'; 'two'; 'five']",four
431,6,"['seven'; 'five'; 'four'; 'two'; 'one']",five
432,2,"['seven'; 'nine'; 'six'; 'zero'; 'one']",zero
433,3,"['zero'; 'five'; 'six'; 'eight'; 'three']",zero
434,9,"['zero'; 'eight'; 'four'; 'six'; 'one']",four
435,0,"['nine'; 'six'; 'one'; 'zero'; 'four']",zero
436,7,"['zero'; 'two'; 'nine'; 'six'; 'one']",nine
437,5,"['two'; 'three'; 'five'; 'zero'; 'four']",zero
438,4,"['three'; 'seven'; 'six'; 'eight'; 'four']",seven
439,8,"['zero'; 'nine'; 'five'; 'three'; 'four']",nine
440,0,"['nine'; 'six'; 'zero'; 'four'; 'one']",zero
441,9,"['one'; 'six'; 'four'; 'zero'; 'eight']",zero
442,4,"['six'; 'four'; 'three'; 'seven'; 'eight']",three
443,1,"['eight'; 'four'; 'three'; 'one'; 'two']",four
444,2,"['nine'; 'one'; 'seven'; 'zero'; 'six']",zero
445,8,"['nine'; 'four'; 'five'; 'zero'; 'three']",zero
446,7,"['zero'; 'two'; 'nine'; 'six'; 'one']",nine
447,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
448,2,"['six'; 'nine'; 'seven'; 'one'; 'zero']",zero
449,6,"['seven'; 'five'; 'one'; 'four'; 'two']",five
450,1,"['eight'; 'four'; 'one'; 'three'; 'two']",four
451,0,"['four'; 'nine'; 'zero'; 'six'; 'one']",zero
452,3,"['three'; 'zero'; 'six'; 'eight'; 'five']",zero
453,0,"['six'; 'four'; 'zero'; 'one'; 'nine']",zero
454,1,"['one'; 'two'; 'three'; 'eight'; 'four']",eight
455,1,"['two'; 'eight'; 'one'; 'three'; 'four']",eight
456,8,"['three'; 'four'; 'zero'; 'five'; 'nine']",zero
457,2,"['seven'; 'six'; 'one'; 'zero'; 'nine']",zero
458,0,"['zero'; 'six'; 'one'; 'four'; 'nine']",six
459,3,"['five'; 'three'; 'eight'; 'zero'; 'six']",zero
460,9,"['zero'; 'one'; 'four'; 'six'; 'eight']",zero
461,4,"['eight'; 'four'; 'three'; 'seven'; 'six']",three
462,0,"['one'; 'four'; 'nine'; 'six'; 'zero']",zero
463,5,"['four'; 'five'; 'zero'; 'three'; 'two']",zero
464,0,"['six'; 'four'; 'zero'; 'one'; 'nine']",zero
465,6,"['four'; 'five'; 'one'; 'seven'; 'two']",five
466,1,"['four'; 'one'; 'three'; 'two'; 'eight']",one
467,7,"['two'; 'zero'; 'six'; 'one'; 'nine']",zero
468,7,"['nine'; 'one'; 'zero'; 'six'; 'two']",zero
469,8,"['nine'; 'four'; 'zero'; 'five'; 'three']",zero
470,1,"['two'; 'three'; 'four'; 'eight'; 'one']",three
471,9,"['eight'; 'one'; 'zero'; 'four'; 'six']",zero
472,2,"['six'; 'seven'; 'zero'; 'one'; 'nine']",zero
473,0,"['zero'; 'one'; 'six'; 'nine'; 'four']",nine
474,5,"['three'; 'five'; 'zero'; 'four'; 'two']",zero
475,1,"['eight'; 'two'; 'four'; 'three'; 'one']",two
476,2,"['nine'; 'six'; 'seven'; 'zero'; 'one']",zero
477,2,"['nine'; 'one'; 'six'; 'zero'; 'seven']",zero
478,7,"['one'; 'zero'; 'nine'; 'six'; 'two']",zero
479,3,"['zero'; 'eight'; 'five'; 'three'; 'six']",zero
480,5,"['zero'; 'four'; 'two'; 'three'; 'five']",zero
481,4,"['four'; 'seven'; 'six'; 'eight'; 'three']",three
482,9,"['four'; 'one'; 'eight'; 'six'; 'zero']",zero
483,7,"['zero'; 'two'; 'one'; 'nine'; 'six']",zero
484,1,"['three'; 'one'; 'eight'; 'two'; 'four']",one
485,8,"['three'; 'four'; 'five'; 'nine'; 'zero']",zero
486,3,"['five'; 'eight'; 'zero'; 'three'; 'six']",zero
487,9,"['one'; 'eight'; 'six'; 'four'; 'zero']",zero
488,6,"['two'; 'seven'; 'four'; 'one'; 'five']",seven
489,0,"['nine'; 'four'; 'six'; 'zero'; 'one']",zero
490,3,"['eight'; 'zero'; 'three'; 'six'; 'five']",zero
491,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
492,1,"['four'; 'two'; 'eight'; 'one'; 'three']",four
493,2,"['zero'; 'one'; 'six'; 'nine'; 'seven']",seven
494,6,"['two'; 'one'; 'four'; 'seven'; 'five']",one
495,3,"['eight'; 'zero'; 'six'; 'five'; 'three']",zero
496,5,"['five'; 'three'; 'two'; 'four'; 'zero']",zero
497,7,"['two'; 'one'; 'nine'; 'six'; 'zero']",zero
498,6,"['five'; 'seven'; 'two'; 'four'; 'one']",one
499,8,"['four'; 'zero'; 'five'; 'nine'; 'three']",zero
500,3,"['eight'; 'three'; 'five'; 'zero'; 'six']",zero
501,9,"['one'; 'six'; 'four'; 'eight'; 'zero']",zero
502,5,"['three'; 'two'; 'zero'; 'four'; 'five']",zero
503,8,"['nine'; 'four'; 'zero'; 'three'; 'five']",zero
504,5,"['two'; 'zero'; 'three'; 'five'; 'four']",zero
505,7,"['zero'; 'nine'; 'one'; 'two'; 'six']",zero
506,6,"['two'; 'five'; 'seven'; 'one'; 'four']",five
507,1,"['eight'; 'two'; 'four'; 'one'; 'three']",two
508,1,"['four'; 'eight'; 'one'; 'three'; 'two']",four
509,3,"['eight'; 'zero'; 'three'; 'six'; 'five']",zero
510,1,"['four'; 'two'; 'eight'; 'one'; 'three']",four
511,7,"['two'; 'one'; 'six'; 'zero'; 'nine']",zero
512,5,"['two'; 'five'; 'four'; 'three'; 'zero']",zero
513,5,"['two'; 'five'; 'four'; 'zero'; 'three']",zero
514,5,"['zero'; 'three'; 'two'; 'four'; 'five']",zero
515,2,"['nine'; 'zero'; 'seven'; 'six'; 'one']",zero
516,5,"['two'; 'five'; 'three'; 'four'; 'zero']",zero
517,8,"['five'; 'four'; 'nine'; 'zero'; 'three']",zero
518,7,"['zero'; 'two'; 'six'; 'nine'; 'one']",zero
519,0,"['one'; 'zero'; 'four'; 'nine'; 'six']",zero
520,9,"['one'; 'eight'; 'four'; 'zero'; 'six']",zero
521,7,"['two'; 'zero'; 'nine'; 'one'; 'six']",zero
522,7,"['one'; 'nine'; 'two'; 'six'; 'zero']",zero
523,5,"['four'; 'zero'; 'three'; 'two'; 'five']",zero
524,0,"['four'; 'six'; 'one'; 'zero'; 'nine']",zero
525,9,"['four'; 'one'; 'zero'; 'eight'; 'six']",zero
526,0,"['six'; 'nine'; 'zero'; 'one'; 'four']",zero
527,0,"['one'; 'four'; 'six'; 'zero'; 'nine']",zero
528,8,"['five'; 'three'; 'nine'; 'zero'; 'four']",zero
529,9,"['four'; 'eight'; 'one'; 'six'; 'zero']",zero
530,2,"['nine'; 'one'; 'six'; 'seven'; 'zero']",zero
531,4,"['three'; 'seven'; 'eight'; 'six'; 'four']",seven
532,8,"['four'; 'five'; 'zero'; 'nine'; 'three']",zero
533,1,"['eight'; 'three'; 'two'; 'four'; 'one']",three
534,6,"['seven'; 'two'; 'five'; 'four'; 'one']",four
535,1,"['one'; 'eight'; 'two'; 'three'; 'four']",eight
536,6,"['one'; 'two'; 'four'; 'seven'; 'five']",four
537,5,"['four'; 'three'; 'five'; 'zero'; 'two']",zero
538,1,"['eight'; 'one'; 'four'; 'two'; 'three']",one
539,8,"['four'; 'zero'; 'three'; 'five'; 'nine']",zero
540,3,"['zero'; 'three'; 'six'; 'five'; 'eight']",zero
541,4,"['seven'; 'three'; 'six'; 'eight'; 'four']",three
542,0,"['nine'; 'one'; 'four'; 'zero'; 'six']",zero
543,5,"['four'; 'two'; 'zero'; 'three'; 'five']",zero
544,5,"['zero'; 'five'; 'two'; 'four'; 'three']",zero
545,8,"['zero'; 'four'; 'five'; 'nine'; 'three']",zero
546,3,"['six'; 'five'; 'zero'; 'three'; 'eight']",zero
547,6,"['one'; 'seven'; 'five'; 'two'; 'four']",seven
548,2,"['six'; 'nine'; 'seven'; 'one'; 'zero']",zero
549,3,"['zero'; 'six'; 'eight'; 'three'; 'five']",zero
550,9,"['zero'; 'four'; 'one'; 'six'; 'eight']",four
551,2,"['zero'; 'seven'; 'one'; 'nine'; 'six']",seven
552,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
553,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
554,5,"['zero'; 'two'; 'three'; 'four'; 'five']",zero
555,2,"['six'; 'zero'; 'one'; 'seven'; 'nine']",zero
556,1,"['one'; 'eight'; 'two'; 'four'; 'three']",eight
557,3,"['zero'; 'three'; 'eight'; 'six'; 'five']",zero
558,2,"['six'; 'one'; 'zero'; 'seven'; 'nine']",zero
559,8,"['four'; 'zero'; 'three'; 'five'; 'nine']",zero
560,7,"['nine'; 'zero'; 'one'; 'six'; 'two']",zero
561,3,"['five'; 'zero'; 'six'; 'eight'; 'three']",zero
562,7,"['one'; 'six'; 'zero'; 'nine'; 'two']",zero
563,2,"['one'; 'nine'; 'seven'; 'six'; 'zero']",zero
564,4,"['four'; 'eight'; 'six'; 'three'; 'seven']",eight
565,6,"['four'; 'seven'; 'one'; 'five'; 'two']",one
566,9,"['four'; 'six'; 'one'; 'eight'; 'zero']",zero
567,7,"['one'; 'zero'; 'six'; 'two'; 'nine']",zero
568,2,"['nine'; 'seven'; 'six'; 'zero'; 'one']",zero
569,4,"['six'; 'three'; 'seven'; 'four'; 'eight']",three
570,2,"['six'; 'seven'; 'one'; 'nine'; 'zero']",zero
571,8,"['nine'; 'three'; 'four'; 'zero'; 'five']",zero
572,1,"['three'; 'two'; 'eight'; 'one'; 'four']",eight
573,1,"['eight'; 'three'; 'four'; 'one'; 'two']",three
574,3,"['eight'; 'zero'; 'three'; 'five'; 'six']",zero
575,8,"['three'; 'four'; 'nine'; 'zero'; 'five']",zero
576,4,"['six'; 'eight'; 'seven'; 'three'; 'four']",eight
577,0,"['four'; 'nine'; 'six'; 'zero'; 'one']",zero
578,6,"['two'; 'four'; 'seven'; 'five'; 'one']",four
579,5,"['four'; 'three'; 'five'; 'two'; 'zero']",zero
580,9,"['zero'; 'one'; 'four'; 'six'; 'eight']",zero
581,3,"['zero'; 'five'; 'six'; 'three'; 'eight']",zero
582,0,"['four'; 'six'; 'zero'; 'nine'; 'one']",zero
583,9,"['one'; 'zero'; 'eight'; 'four'; 'six']",zero
584,2,"['one'; 'nine'; 'zero'; 'seven'; 'six']",zero
585,4,"['three'; 'seven'; 'eight'; 'four'; 'six']",seven
586,7,"['two'; 'six'; 'one'; 'nine'; 'zero']",zero
587,1,"['one'; 'two'; 'four'; 'three'; 'eight']",four
588,2,"['seven'; 'nine'; 'six'; 'zero'; 'one']",zero
589,9,"['six'; 'eight'; 'one'; 'zero'; 'four']",zero
590,4,"['seven'; 'four'; 'eight'; 'three'; 'six']",seven
591,2,"['nine'; 'zero'; 'one'; 'six'; 'seven']",zero
592,6,"['one'; 'seven'; 'five'; 'two'; 'four']",five
593,1,"['one'; 'two'; 'eight'; 'four'; 'three']",four
594,8,"['zero'; 'three'; 'four'; 'nine'; 'five']",three
595,9,"['four'; 'one'; 'zero'; 'six'; 'eight']",zero
596,0,"['six'; 'zero'; 'nine'; 'four'; 'one']",zero
597,6,"['four'; 'one'; 'two'; 'seven'; 'five']",one
598,6,"['one'; 'five'; 'seven'; 'four'; 'two']",five
599,7,"['zero'; 'nine'; 'two'; 'six'; 'one']",nine
600,9,"['eight'; 'one'; 'six'; 'four'; 'zero']",zero
601,9,"['zero'; 'six'; 'one'; 'eight'; 'four']",zero
602,8,"['three'; 'nine'; 'zero'; 'four'; 'five']",zero
603,0,"['zero'; 'one'; 'nine'; 'four'; 'six']",zero
604,1,"['two'; 'eight'; 'four'; 'three'; 'one']",eight
605,4,"['seven'; 'four'; 'three'; 'six'; 'eight']",four
606,4,"['six'; 'three'; 'eight'; 'four'; 'seven']",three
607,6,"['one'; 'seven'; 'five'; 'two'; 'four']",seven
608,7,"['two'; 'one'; 'zero'; 'six'; 'nine']",zero
609,1,"['one'; 'three'; 'two'; 'eight'; 'four']",three
610,5,"['four'; 'three'; 'two'; 'zero'; 'five']",zero
611,7,"['zero'; 'one'; 'two'; 'six'; 'nine']",zero
612,0,"['four'; 'six'; 'zero'; 'one'; 'nine']",zero
613,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
614,5,"['five'; 'three'; 'two'; 'zero'; 'four']",zero
615,8,"['four'; 'zero'; 'three'; 'nine'; 'five']",zero
616,4,"['seven'; 'three'; 'four'; 'six'; 'eight']",three
617,7,"['one'; 'six'; 'two'; 'zero'; 'nine']",zero
618,1,"['eight'; 'one'; 'four'; 'two'; 'three']",one
619,2,"['one'; 'zero'; 'six'; 'nine'; 'seven']",zero
620,5,"['four'; 'two'; 'three'; 'five'; 'zero']",zero
621,9,"['zero'; 'one'; 'six'; 'four'; 'eight']",zero
622,5,"['four'; 'three'; 'two'; 'five'; 'zero']",zero
623,6,"['seven'; 'five'; 'four'; 'one'; 'two']",five
624,7,"['zero'; 'six'; 'two'; 'one'; 'nine']",zero
625,5,"['zero'; 'four'; 'five'; 'three'; 'two']",zero
626,9,"['one'; 'six'; 'four'; 'zero'; 'eight']",zero
627,8,"['zero'; 'nine'; 'three'; 'four'; 'five']",nine
628,8,"['four'; 'three'; 'zero'; 'nine'; 'five']",zero
629,3,"['five'; 'zero'; 'eight'; 'three'; 'six']",zero
630,6,"['two'; 'one'; 'seven'; 'five'; 'four']",one
631,9,"['zero'; 'one'; 'four'; 'eight'; 'six']",zero
632,7,"['two'; 'six'; 'nine'; 'zero'; 'one']",zero
633,0,"['one'; 'four'; 'zero'; 'six'; 'nine']",zero
634,7,"['one'; 'zero'; 'six'; 'two'; 'nine']",zero
635,5,"['five'; 'zero'; 'four'; 'three'; 'two']",zero
636,7,"['zero'; 'six'; 'one'; 'two'; 'nine']",zero
637,1,"['two'; 'one'; 'four'; 'eight'; 'three']",one
638,1,"['three'; 'one'; 'eight'; 'two'; 'four']",one
639,0,"['zero'; 'nine'; 'six'; 'four'; 'one']",nine
640,7,"['zero'; 'one'; 'two'; 'nine'; 'six']",zero
641,9,"['six'; 'four'; 'eight'; 'zero'; 'one']",zero
642,2,"['one'; 'seven'; 'nine'; 'six'; 'zero']",zero
643,3,"['three'; 'zero'; 'six'; 'five'; 'eight']",zero
644,7,"['two'; 'zero'; 'nine'; 'six'; 'one']",zero
645,3,"['zero'; 'five'; 'eight'; 'six'; 'three']",zero
646,2,"['one'; 'zero'; 'six'; 'seven'; 'nine']",zero
647,4,"['six'; 'seven'; 'four'; 'three'; 'eight']",seven
648,1,"['eight'; 'two'; 'four'; 'three'; 'one']",two
649,6,"['five'; 'seven'; 'one'; 'four'; 'two']",one
650,2,"['one'; 'seven'; 'nine'; 'zero'; 'six']",zero
651,7,"['six'; 'one'; 'two'; 'zero'; 'nine']",zero
652,5,"['three'; 'two'; 'five'; 'zero'; 'four']",zero
653,5,"['five'; 'zero'; 'four'; 'three'; 'two']",zero
654,7,"['six'; 'two'; 'zero'; 'nine'; 'one']",zero
655,4,"['seven'; 'six'; 'eight'; 'four'; 'three']",three
656,0,"['one'; 'four'; 'nine'; 'six'; 'zero']",zero
657,2,"['seven'; 'nine'; 'one'; 'six'; 'zero']",zero
658,6,"['two'; 'four'; 'five'; 'seven'; 'one']",four
659,3,"['five'; 'eight'; 'three'; 'six'; 'zero']",zero
660,6,"['two'; 'seven'; 'one'; 'five'; 'four']",seven
661,4,"['four'; 'three'; 'seven'; 'eight'; 'six']",three
662,0,"['zero'; 'four'; 'one'; 'nine'; 'six']",nine
663,4,"['four'; 'seven'; 'six'; 'three'; 'eight']",seven
664,2,"['one'; 'seven'; 'zero'; 'nine'; 'six']",zero
665,6,"['four'; 'one'; 'seven'; 'two'; 'five']",one
666,0,"['one'; 'nine'; 'four'; 'six'; 'zero']",zero
667,0,"['one'; 'six'; 'four'; 'nine'; 'zero']",zero
668,0,"['nine'; 'zero'; 'six'; 'one'; 'four']",six
669,0,"['zero'; 'nine'; 'one'; 'six'; 'four']",nine
670,3,"['zero'; 'three'; 'five'; 'six'; 'eight']",zero
671,1,"['eight'; 'four'; 'one'; 'two'; 'three']",four
672,6,"['four'; 'seven'; 'five'; 'one'; 'two']",one
673,2,"['six'; 'nine'; 'one'; 'seven'; 'zero']",zero
674,2,"['zero'; 'one'; 'six'; 'nine'; 'seven']",seven
675,3,"['five'; 'zero'; 'six'; 'eight'; 'three']",zero
676,1,"['four'; 'three'; 'two'; 'one'; 'eight']",eight
677,4,"['eight'; 'seven'; 'three'; 'six'; 'four']",seven
678,1,"['one'; 'eight'; 'three'; 'two'; 'four']",eight
679,5,"['four'; 'zero'; 'three'; 'five'; 'two']",zero
680,4,"['seven'; 'eight'; 'four'; 'six'; 'three']",eight
681,6,"['five'; 'two'; 'four'; 'one'; 'seven']",one
682,4,"['six'; 'eight'; 'four'; 'seven'; 'three']",eight
683,7,"['one'; 'six'; 'nine'; 'zero'; 'two']",zero
684,2,"['one'; 'nine'; 'seven'; 'six'; 'zero']",zero
685,8,"['zero'; 'three'; 'four'; 'nine'; 'five']",three
686,7,"['two'; 'nine'; 'six'; 'zero'; 'one']",zero
687,9,"['one'; 'six'; 'four'; 'zero'; 'eight']",zero
688,2,"['six'; 'zero'; 'one'; 'nine'; 'seven']",zero
689,0,"['nine'; 'zero'; 'six'; 'four'; 'one']",zero
690,5,"['two'; 'four'; 'three'; 'five'; 'zero']",zero
691,1,"['four'; 'one'; 'two'; 'three'; 'eight']",one
692,4,"['six'; 'three'; 'four'; 'seven'; 'eight']",three
693,2,"['zero'; 'six'; 'one'; 'nine'; 'seven']",zero
694,8,"['three'; 'five'; 'four'; 'nine'; 'zero']",zero
695,3,"['three'; 'six'; 'eight'; 'zero'; 'five']",zero
696,2,"['six'; 'one'; 'seven'; 'nine'; 'zero']",zero
697,4,"['six'; 'eight'; 'three'; 'four'; 'seven']",eight
698,1,"['three'; 'one'; 'two'; 'four'; 'eight']",one
699,5,"['zero'; 'four'; 'two'; 'three'; 'five']",zero
700,4,"['six'; 'three'; 'eight'; 'seven'; 'four']",three
701,6,"['four'; 'one'; 'two'; 'five'; 'seven']",one
702,0,"['zero'; 'four'; 'nine'; 'one'; 'six']",nine
703,7,"['two'; 'six'; 'nine'; 'one'; 'zero']",zero
704,9,"['six'; 'four'; 'eight'; 'zero'; 'one']",zero
705,8,"['four'; 'five'; 'nine'; 'three'; 'zero']",zero
706,4,"['six'; 'four'; 'seven'; 'eight'; 'three']",four
707,9,"['six'; 'one'; 'four'; 'eight'; 'zero']",zero
708,8,"['nine'; 'three'; 'five'; 'four'; 'zero']",zero
709,0,"['six'; 'one'; 'nine'; 'zero'; 'four']",zero
710,1,"['four'; 'eight'; 'three'; 'one'; 'two']",one
711,1,"['eight'; 'two'; 'three'; 'one'; 'four']",two
712,0,"['one'; 'four'; 'zero'; 'nine'; 'six']",zero
713,2,"['one'; 'zero'; 'seven'; 'six'; 'nine']",zero
714,2,"['seven'; 'six'; 'one'; 'nine'; 'zero']",zero
715,3,"['five'; 'zero'; 'six'; 'three'; 'eight']",zero
716,2,"['zero'; 'nine'; 'six'; 'one'; 'seven']",nine
717,4,"['three'; 'four'; 'six'; 'eight'; 'seven']",eight
718,4,"['seven'; 'six'; 'four'; 'three'; 'eight']",six
719,5,"['five'; 'two'; 'four'; 'zero'; 'three']",zero
720,8,"['five'; 'three'; 'zero'; 'nine'; 'four']",zero
721,6,"['two'; 'one'; 'five'; 'seven'; 'four']",one
722,5,"['zero'; 'two'; 'four'; 'five'; 'three']",zero
723,7,"['nine'; 'two'; 'one'; 'six'; 'zero']",zero
724,7,"['nine'; 'zero'; 'two'; 'one'; 'six']",zero
725,8,"['three'; 'four'; 'zero'; 'five'; 'nine']",zero
726,8,"['three'; 'five'; 'zero'; 'nine'; 'four']",zero
727,9,"['one'; 'zero'; 'eight'; 'six'; 'four']",zero
728,7,"['six'; 'one'; 'two'; 'nine'; 'zero']",zero
729,4,"['three'; 'four'; 'seven'; 'six'; 'eight']",eight
730,7,"['zero'; 'nine'; 'one'; 'two'; 'six']",zero
731,3,"['three'; 'five'; 'zero'; 'eight'; 'six']",zero
732,2,"['nine'; 'one'; 'six'; 'seven'; 'zero']",zero
733,0,"['six'; 'nine'; 'zero'; 'one'; 'four']",nine
734,8,"['five'; 'three'; 'nine'; 'zero'; 'four']",zero
735,6,"['two'; 'four'; 'seven'; 'five'; 'one']",four
736,8,"['three'; 'nine'; 'four'; 'zero'; 'five']",zero
737,6,"['four'; 'two'; 'five'; 'one'; 'seven']",two
738,1,"['eight'; 'three'; 'one'; 'two'; 'four']",three
739,6,"['five'; 'two'; 'four'; 'seven'; 'one']",one
740,8,"['four'; 'nine'; 'five'; 'zero'; 'three']",zero
741,9,"['zero'; 'one'; 'four'; 'eight'; 'six']",zero
742,4,"['eight'; 'six'; 'three'; 'seven'; 'four']",six
743,0,"['one'; 'nine'; 'four'; 'six'; 'zero']",zero
744,9,"['zero'; 'one'; 'six'; 'eight'; 'four']",eight
745,0,"['four'; 'zero'; 'six'; 'nine'; 'one']",zero
746,4,"['eight'; 'six'; 'three'; 'four'; 'seven']",six
747,1,"['four'; 'two'; 'one'; 'three'; 'eight']",one
748,5,"['three'; 'two'; 'four'; 'zero'; 'five']",zero
749,4,"['three'; 'seven'; 'four'; 'six'; 'eight']",four
750,7,"['two'; 'six'; 'zero'; 'one'; 'nine']",zero
751,5,"['four'; 'three'; 'two'; 'five'; 'zero']",zero
752,3,"['three'; 'five'; 'six'; 'eight'; 'zero']",zero
753,7,"['six'; 'two'; 'nine'; 'one'; 'zero']",zero
754,4,"['six'; 'four'; 'three'; 'seven'; 'eight']",three
755,9,"['six'; 'one'; 'four'; 'eight'; 'zero']",zero
756,8,"['four'; 'zero'; 'five'; 'three'; 'nine']",zero
757,5,"['five'; 'two'; 'four'; 'zero'; 'three']",zero
758,8,"['four'; 'nine'; 'three'; 'five'; 'zero']",zero
759,6,"['four'; 'two'; 'seven'; 'one'; 'five']",two
760,3,"['six'; 'zero'; 'eight'; 'five'; 'three']",zero
761,8,"['nine'; 'zero'; 'four'; 'three'; 'five']",zero
762,6,"['seven'; 'two'; 'one'; 'four'; 'five']",one
763,9,"['four'; 'zero'; 'one'; 'eight'; 'six']",zero
764,9,"['zero'; 'eight'; 'one'; 'four'; 'six']",zero
765,1,"['one'; 'three'; 'four'; 'two'; 'eight']",three
766,8,"['five'; 'three'; 'zero'; 'four'; 'nine']",zero
767,3,"['eight'; 'five'; 'three'; 'zero'; 'six']",zero
768,5,"['zero'; 'four'; 'three'; 'two'; 'five']",zero
769,8,"['zero'; 'four'; 'three'; 'five'; 'nine']",three
770,6,"['one'; 'seven'; 'two'; 'four'; 'five']",seven
771,5,"['five'; 'zero'; 'two'; 'four'; 'three']",zero
772,9,"['one'; 'zero'; 'six'; 'four'; 'eight']",zero
773,7,"['six'; 'zero'; 'nine'; 'two'; 'one']",zero
774,2,"['six'; 'nine'; 'zero'; 'one'; 'seven']",zero
775,5,"['three'; 'four'; 'two'; 'five'; 'zero']",zero
776,0,"['zero'; 'six'; 'one'; 'nine'; 'four']",nine
777,8,"['three'; 'five'; 'zero'; 'nine'; 'four']",zero
778,5,"['five'; 'two'; 'three'; 'four'; 'zero']",zero
779,1,"['three'; 'two'; 'four'; 'eight'; 'one']",eight
780,1,"['three'; 'four'; 'one'; 'two'; 'eight']",four
781,0,"['four'; 'one'; 'six'; 'nine'; 'zero']",zero
782,9,"['six'; 'eight'; 'zero'; 'four'; 'one']",zero
783,1,"['four'; 'three'; 'eight'; 'one'; 'two']",four
784,8,"['four'; 'zero'; 'nine'; 'three'; 'five']",zero
785,6,"['five'; 'four'; 'one'; 'seven'; 'two']",one
786,7,"['zero'; 'two'; 'one'; 'six'; 'nine']",zero
787,0,"['six'; 'zero'; 'nine'; 'four'; 'one']",zero
788,9,"['zero'; 'one'; 'eight'; 'four'; 'six']",zero
789,3,"['six'; 'three'; 'five'; 'zero'; 'eight']",zero
790,0,"['zero'; 'six'; 'nine'; 'one'; 'four']",nine
791,8,"['four'; 'three'; 'zero'; 'five'; 'nine']",zero
792,8,"['three'; 'nine'; 'four'; 'five'; 'zero']",zero
793,9,"['four'; 'six'; 'zero'; 'one'; 'eight']",zero
794,6,"['one'; 'five'; 'seven'; 'four'; 'two']",five
795,7,"['nine'; 'zero'; 'two'; 'one'; 'six']",zero
796,8,"['five'; 'zero'; 'four'; 'nine'; 'three']",zero
797,4,"['three'; 'four'; 'six'; 'eight'; 'seven']",four
798,7,"['nine'; 'one'; 'six'; 'zero'; 'two']",zero
799,5,"['four'; 'five'; 'three'; 'zero'; 'two']",zero
800,9,"['zero'; 'six'; 'four'; 'one'; 'eight']",four
801,2,"['one'; 'nine'; 'six'; 'seven'; 'zero']",zero
802,6,"['five'; 'seven'; 'four'; 'one'; 'two']",four
803,7,"['six'; 'nine'; 'two'; 'zero'; 'one']",zero
804,4,"['seven'; 'four'; 'six'; 'eight'; 'three']",eight
805,5,"['zero'; 'four'; 'two'; 'five'; 'three']",zero
806,9,"['zero'; 'four'; 'eight'; 'six'; 'one']",four
807,2,"['zero'; 'one'; 'nine'; 'seven'; 'six']",seven
808,3,"['eight'; 'six'; 'five'; 'three'; 'zero']",zero
809,1,"['eight'; 'two'; 'one'; 'four'; 'three']",two
810,6,"['one'; 'five'; 'four'; 'seven'; 'two']",four
811,3,"['eight'; 'six'; 'zero'; 'three'; 'five']",zero
812,9,"['eight'; 'zero'; 'four'; 'one'; 'six']",zero
813,2,"['zero'; 'seven'; 'six'; 'one'; 'nine']",seven
814,2,"['one'; 'nine'; 'seven'; 'six'; 'zero']",zero
815,5,"['two'; 'three'; 'five'; 'four'; 'zero']",zero
816,6,"['one'; 'four'; 'seven'; 'two'; 'five']",four
817,8,"['four'; 'five'; 'three'; 'zero'; 'nine']",zero
818,0,"['zero'; 'six'; 'nine'; 'four'; 'one']",nine
819,7,"['zero'; 'one'; 'two'; 'nine'; 'six']",zero
820,7,"['two'; 'one'; 'nine'; 'six'; 'zero']",zero
821,1,"['three'; 'two'; 'eight'; 'four'; 'one']",two
822,9,"['four'; 'one'; 'six'; 'eight'; 'zero']",zero
823,8,"['nine'; 'five'; 'three'; 'four'; 'zero']",zero
824,7,"['nine'; 'one'; 'zero'; 'six'; 'two']",zero
825,0,"['four'; 'one'; 'six'; 'nine'; 'zero']",zero
826,9,"['eight'; 'one'; 'four'; 'six'; 'zero']",zero
827,9,"['four'; 'one'; 'six'; 'zero'; 'eight']",zero
828,4,"['eight'; 'three'; 'six'; 'seven'; 'four']",three
829,6,"['two'; 'four'; 'five'; 'seven'; 'one']",four
830,2,"['one'; 'seven'; 'zero'; 'nine'; 'six']",zero
831,8,"['zero'; 'four'; 'five'; 'nine'; 'three']",zero
