index,true_label,candidate_labels,complementary_label
388,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
389,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
390,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
391,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
392,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
393,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
394,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
395,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
396,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
397,17,"['flowers'; 'fish'; 'insects']",fish
398,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
399,15,"['medium-sized mammals'; 'flowers'; 'trees']",trees
400,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
401,14,"['food containers'; 'people'; 'trees']",trees
402,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
403,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
404,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
405,5,"['small mammals'; 'aquatic mammals'; 'insects']",small mammals
406,17,"['fish'; 'flowers'; 'insects']",fish
407,7,"['insects'; 'non-insect invertebrates'; 'people']",people
408,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
409,6,"['trees'; 'vehicles 2'; 'household furniture']",trees
410,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
411,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",Herbivores
412,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
413,7,"['insects'; 'non-insect invertebrates'; 'people']",people
414,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
415,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
416,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
417,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
418,17,"['flowers'; 'fish'; 'insects']",fish
419,2,"['trees'; 'flowers'; 'food containers']",food containers
420,7,"['insects'; 'non-insect invertebrates'; 'people']",people
421,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
422,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",large omnivores and herbivores
423,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
424,5,"['small mammals'; 'aquatic mammals'; 'insects']",small mammals
425,17,"['fish'; 'flowers'; 'insects']",fish
426,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",fruit and vegetables
427,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
428,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
429,7,"['non-insect invertebrates'; 'people'; 'insects']",people
430,11,"['flowers'; 'food containers'; 'large natural outdoor scenes']",flowers
431,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
432,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
433,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
434,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
435,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
436,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
437,7,"['insects'; 'non-insect invertebrates'; 'people']",people
438,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
439,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",food containers
440,7,"['people'; 'non-insect invertebrates'; 'insects']",people
441,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
442,17,"['insects'; 'fish'; 'flowers']",fish
443,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
444,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
445,2,"['flowers'; 'trees'; 'food containers']",food containers
446,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
447,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
448,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
449,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
450,6,"['trees'; 'vehicles 2'; 'household furniture']",trees
451,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
452,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
453,15,"['trees'; 'medium-sized mammals'; 'flowers']",flowers
454,9,"['household electrical devices'; 'large natural outdoor scenes'; 'non-insect invertebrates']",household electrical devices
455,14,"['people'; 'food containers'; 'trees']",food containers
456,2,"['food containers'; 'flowers'; 'trees']",food containers
457,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
458,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
459,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
460,2,"['trees'; 'flowers'; 'food containers']",food containers
461,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
462,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
463,16,"['household furniture'; 'large man-made outdoor things'; 'large omnivores and herbivores']",household furniture
464,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
465,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
466,2,"['trees'; 'food containers'; 'flowers']",food containers
467,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
468,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
469,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
470,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
471,17,"['flowers'; 'insects'; 'fish']",fish
472,2,"['flowers'; 'trees'; 'food containers']",trees
473,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
474,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
475,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
476,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
477,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
478,5,"['small mammals'; 'aquatic mammals'; 'insects']",aquatic mammals
479,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
480,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
481,7,"['people'; 'non-insect invertebrates'; 'insects']",people
482,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
483,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",Vehicles
484,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
485,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
486,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
487,17,"['fish'; 'flowers'; 'insects']",fish
488,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
489,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
490,14,"['trees'; 'people'; 'food containers']",trees
491,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",aquatic mammals
492,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
493,14,"['people'; 'food containers'; 'trees']",food containers
494,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",fruit and vegetables
495,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",large carnivores
496,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
497,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
498,2,"['flowers'; 'trees'; 'food containers']",food containers
499,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
500,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
501,17,"['fish'; 'flowers'; 'insects']",flowers
502,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",Vehicles
503,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
504,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",fish
505,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",large carnivores
506,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
507,7,"['non-insect invertebrates'; 'people'; 'insects']",people
508,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",fruit and vegetables
509,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
510,2,"['trees'; 'flowers'; 'food containers']",food containers
511,2,"['food containers'; 'trees'; 'flowers']",trees
512,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
513,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
514,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
515,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
516,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
517,17,"['flowers'; 'insects'; 'fish']",fish
518,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
519,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
520,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
521,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
522,9,"['large natural outdoor scenes'; 'household electrical devices'; 'non-insect invertebrates']",household electrical devices
523,8,"['vehicles 1'; 'large carnivores'; 'aquatic mammals']",aquatic mammals
524,2,"['trees'; 'food containers'; 'flowers']",food containers
525,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
526,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",large carnivores
527,15,"['medium-sized mammals'; 'flowers'; 'trees']",flowers
528,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
529,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
530,8,"['vehicles 1'; 'aquatic mammals'; 'large carnivores']",aquatic mammals
531,8,"['large carnivores'; 'vehicles 1'; 'aquatic mammals']",vehicles 1
532,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
533,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
534,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
535,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
536,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
537,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
538,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
539,13,"['fish'; 'large carnivores'; 'large omnivores and herbivores']",fish
540,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
541,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
542,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
543,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
544,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",Vehicles
545,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
546,1,"['vehicles 2'; 'fruit and vegetables'; 'insects']",fruit and vegetables
547,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
548,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
549,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",insects
550,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
551,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
552,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
553,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
554,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
555,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
556,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
557,17,"['flowers'; 'fish'; 'insects']",fish
558,4,"['flowers'; 'aquatic mammals'; 'household furniture']",flowers
559,14,"['people'; 'trees'; 'food containers']",trees
560,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
561,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
562,14,"['food containers'; 'trees'; 'people']",trees
563,14,"['people'; 'trees'; 'food containers']",trees
564,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",aquatic mammals
565,16,"['household furniture'; 'large omnivores and herbivores'; 'large man-made outdoor things']",household furniture
566,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",non-insect invertebrates
567,17,"['insects'; 'flowers'; 'fish']",fish
568,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
569,6,"['household furniture'; 'vehicles 2'; 'trees']",trees
570,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
571,6,"['vehicles 2'; 'trees'; 'household furniture']",trees
572,2,"['flowers'; 'food containers'; 'trees']",food containers
