index,true_label,candidate_labels,complementary_label
491,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
492,7,"['household furniture'; 'insects']",household furniture
493,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
494,10,"['trees'; 'non-insect invertebrates']",trees
495,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
496,5,"['fish'; 'non-insect invertebrates']",fish
497,4,"['flowers'; 'vehicles 1']",Vehicles
498,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
499,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
500,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
501,17,"['flowers'; 'food containers']",flowers
502,1,"['insects'; 'large carnivores']",insects
503,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
504,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
505,0,"['food containers'; 'aquatic mammals']",food containers
506,9,"['household furniture'; 'trees']",household furniture
507,7,"['household furniture'; 'insects']",household furniture
508,1,"['large carnivores'; 'insects']",insects
509,6,"['flowers'; 'aquatic mammals']",flowers
510,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
511,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
512,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
513,4,"['flowers'; 'vehicles 1']",Vehicles
514,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
515,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
516,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
517,17,"['flowers'; 'food containers']",food containers
518,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
519,5,"['fish'; 'non-insect invertebrates']",fish
520,11,"['people'; 'insects']",insects
521,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
522,9,"['trees'; 'household furniture']",household furniture
523,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
524,2,"['insects'; 'fruit and vegetables']",insects
525,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
526,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
527,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
528,4,"['flowers'; 'vehicles 1']",Vehicles
529,11,"['people'; 'insects']",insects
530,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
531,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
532,3,"['food containers'; 'trees']",trees
533,11,"['people'; 'insects']",insects
534,10,"['trees'; 'non-insect invertebrates']",trees
535,6,"['flowers'; 'aquatic mammals']",aquatic mammals
536,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
537,12,"['large carnivores'; 'vehicles 1']",Vehicles
538,6,"['aquatic mammals'; 'flowers']",aquatic mammals
539,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
540,18,"['medium-sized mammals'; 'food containers']",food containers
541,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
542,6,"['flowers'; 'aquatic mammals']",aquatic mammals
543,1,"['insects'; 'large carnivores']",insects
544,3,"['food containers'; 'trees']",trees
545,0,"['aquatic mammals'; 'food containers']",food containers
546,1,"['insects'; 'large carnivores']",insects
547,0,"['aquatic mammals'; 'food containers']",food containers
548,4,"['vehicles 1'; 'flowers']",Vehicles
549,1,"['large carnivores'; 'insects']",insects
550,10,"['trees'; 'non-insect invertebrates']",trees
551,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
552,13,"['aquatic mammals'; 'household electrical devices']",household electrical devices
553,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
554,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
555,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
556,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
557,17,"['food containers'; 'flowers']",food containers
558,4,"['vehicles 1'; 'flowers']",flowers
559,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
560,18,"['food containers'; 'medium-sized mammals']",food containers
561,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
562,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
563,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
564,0,"['food containers'; 'aquatic mammals']",food containers
565,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
566,9,"['trees'; 'household furniture']",trees
567,17,"['flowers'; 'food containers']",food containers
568,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
569,6,"['flowers'; 'aquatic mammals']",flowers
570,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
571,6,"['flowers'; 'aquatic mammals']",flowers
572,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
573,3,"['trees'; 'food containers']",trees
574,10,"['non-insect invertebrates'; 'trees']",trees
575,18,"['food containers'; 'medium-sized mammals']",food containers
576,18,"['food containers'; 'medium-sized mammals']",food containers
577,11,"['insects'; 'people']",insects
578,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
579,1,"['large carnivores'; 'insects']",insects
580,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
581,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
582,2,"['insects'; 'fruit and vegetables']",insects
583,10,"['trees'; 'non-insect invertebrates']",trees
584,18,"['medium-sized mammals'; 'food containers']",food containers
585,12,"['large carnivores'; 'vehicles 1']",Vehicles
586,4,"['vehicles 1'; 'flowers']",flowers
587,4,"['vehicles 1'; 'flowers']",flowers
588,9,"['trees'; 'household furniture']",household furniture
589,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
590,4,"['vehicles 1'; 'flowers']",Vehicles
591,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
592,4,"['vehicles 1'; 'flowers']",Vehicles
593,11,"['people'; 'insects']",insects
594,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
595,1,"['large carnivores'; 'insects']",insects
596,3,"['trees'; 'food containers']",trees
597,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
598,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
599,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
600,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
601,11,"['people'; 'insects']",insects
602,17,"['flowers'; 'food containers']",flowers
603,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
604,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
605,9,"['trees'; 'household furniture']",trees
606,7,"['insects'; 'household furniture']",household furniture
607,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
608,9,"['trees'; 'household furniture']",trees
609,0,"['aquatic mammals'; 'food containers']",food containers
610,17,"['food containers'; 'flowers']",food containers
611,6,"['aquatic mammals'; 'flowers']",aquatic mammals
612,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
613,1,"['insects'; 'large carnivores']",insects
614,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
615,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
616,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
617,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
618,7,"['household furniture'; 'insects']",household furniture
619,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
620,6,"['aquatic mammals'; 'flowers']",flowers
621,7,"['insects'; 'household furniture']",insects
622,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
623,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
624,9,"['trees'; 'household furniture']",household furniture
625,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
626,6,"['aquatic mammals'; 'flowers']",aquatic mammals
627,12,"['vehicles 1'; 'large carnivores']",Vehicles
628,1,"['large carnivores'; 'insects']",insects
629,17,"['food containers'; 'flowers']",flowers
630,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
631,4,"['vehicles 1'; 'flowers']",vehicles 1
632,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
633,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
634,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
635,6,"['flowers'; 'aquatic mammals']",flowers
636,6,"['flowers'; 'aquatic mammals']",flowers
637,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
638,0,"['food containers'; 'aquatic mammals']",aquatic mammals
639,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
640,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
641,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
642,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
643,1,"['insects'; 'large carnivores']",insects
644,17,"['flowers'; 'food containers']",flowers
645,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
646,4,"['flowers'; 'vehicles 1']",Vehicles
647,6,"['aquatic mammals'; 'flowers']",aquatic mammals
648,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
649,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
650,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
651,0,"['food containers'; 'aquatic mammals']",aquatic mammals
652,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
653,10,"['trees'; 'non-insect invertebrates']",trees
654,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
655,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
656,1,"['large carnivores'; 'insects']",insects
657,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
658,4,"['flowers'; 'vehicles 1']",Vehicles
659,7,"['insects'; 'household furniture']",household furniture
660,3,"['food containers'; 'trees']",trees
661,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
662,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
663,18,"['medium-sized mammals'; 'food containers']",food containers
664,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
665,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
666,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
667,6,"['aquatic mammals'; 'flowers']",aquatic mammals
668,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
669,0,"['food containers'; 'aquatic mammals']",food containers
670,3,"['trees'; 'food containers']",trees
671,4,"['vehicles 1'; 'flowers']",Vehicles
672,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
673,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
674,6,"['flowers'; 'aquatic mammals']",flowers
675,19,"['vehicles 2'; 'large omnivores and herbivores']",vehicles 2
676,2,"['fruit and vegetables'; 'insects']",insects
677,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
678,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
679,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
680,10,"['trees'; 'non-insect invertebrates']",trees
681,4,"['flowers'; 'vehicles 1']",Vehicles
682,18,"['medium-sized mammals'; 'food containers']",food containers
683,11,"['people'; 'insects']",insects
684,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
685,4,"['flowers'; 'vehicles 1']",Vehicles
686,11,"['people'; 'insects']",insects
687,17,"['food containers'; 'flowers']",food containers
688,6,"['flowers'; 'aquatic mammals']",flowers
689,17,"['food containers'; 'flowers']",flowers
690,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
691,1,"['insects'; 'large carnivores']",insects
692,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
693,9,"['household furniture'; 'trees']",trees
694,18,"['food containers'; 'medium-sized mammals']",food containers
695,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
696,9,"['trees'; 'household furniture']",household furniture
697,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
698,12,"['vehicles 1'; 'large carnivores']",Vehicles
699,3,"['trees'; 'food containers']",trees
700,9,"['household furniture'; 'trees']",trees
701,7,"['insects'; 'household furniture']",Furniture
702,0,"['aquatic mammals'; 'food containers']",food containers
703,6,"['flowers'; 'aquatic mammals']",aquatic mammals
704,17,"['flowers'; 'food containers']",food containers
705,9,"['household furniture'; 'trees']",household furniture
706,6,"['flowers'; 'aquatic mammals']",aquatic mammals
707,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
708,11,"['people'; 'insects']",insects
709,6,"['aquatic mammals'; 'flowers']",aquatic mammals
710,6,"['aquatic mammals'; 'flowers']",aquatic mammals
711,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
712,12,"['vehicles 1'; 'large carnivores']",Vehicles
713,4,"['vehicles 1'; 'flowers']",Vehicles
714,7,"['household furniture'; 'insects']",household furniture
