index,true_label,candidate_labels,complementary_label
121,1,"['large_man-made_outdoor_things'; 'large_natural_outdoor_scenes'; 'flowers'; 'people'; 'trees'; 'aquatic_mammals'; 'food_containers'; 'fruit_and_vegetables'; 'vehicles_1'; 'small_mammals']",flowers
122,14,"['non-insect_invertebrates'; 'aquatic_mammals'; 'household_electrical_devices'; 'insects'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'fruit_and_vegetables'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'food_containers']",aquatic_mammals
123,4,"['large_carnivores'; 'fish'; 'small_mammals'; 'vehicles_2'; 'trees'; 'insects'; 'medium_mammals'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'reptiles']",fish
124,8,"['large_omnivores_and_herbivores'; 'insects'; 'medium_mammals'; 'food_containers'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'reptiles'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'aquatic_mammals']",household_electrical_devices
125,1,"['aquatic_mammals'; 'flowers'; 'large_natural_outdoor_scenes'; 'food_containers'; 'small_mammals'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'people'; 'trees'; 'fruit_and_vegetables']",flowers
126,2,"['insects'; 'household_electrical_devices'; 'small_mammals'; 'large_carnivores'; 'vehicles_1'; 'food_containers'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'people'; 'vehicles_2']",insects
127,12,"['fish'; 'reptiles'; 'food_containers'; 'non-insect_invertebrates'; 'household_furniture'; 'insects'; 'fruit_and_vegetables'; 'people'; 'large_man-made_outdoor_things'; 'household_electrical_devices']",household_furniture
128,4,"['medium_mammals'; 'vehicles_1'; 'small_mammals'; 'trees'; 'reptiles'; 'fish'; 'large_man-made_outdoor_things'; 'insects'; 'large_carnivores'; 'vehicles_2']",vehicles_1
129,12,"['food_containers'; 'household_furniture'; 'people'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'reptiles'; 'non-insect_invertebrates'; 'fish'; 'insects'; 'fruit_and_vegetables']",household_furniture
130,18,"['small_mammals'; 'fruit_and_vegetables'; 'vehicles_2'; 'large_carnivores'; 'people'; 'trees'; 'large_man-made_outdoor_things'; 'household_furniture'; 'reptiles'; 'flowers']",fruit_and_vegetables
131,17,"['reptiles'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'small_mammals'; 'large_omnivores_and_herbivores'; 'fish'; 'medium_mammals'; 'insects'; 'people']",vehicles_1
132,5,"['insects'; 'trees'; 'fish'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'vehicles_1'; 'food_containers'; 'large_omnivores_and_herbivores']",insects
133,0,"['fish'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'food_containers'; 'large_man-made_outdoor_things'; 'flowers'; 'vehicles_2'; 'medium_mammals'; 'large_carnivores'; 'trees']",fruit_and_vegetables
134,6,"['medium_mammals'; 'flowers'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'large_carnivores'; 'fruit_and_vegetables'; 'vehicles_2'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'food_containers']",large_carnivores
135,0,"['fruit_and_vegetables'; 'vehicles_2'; 'large_carnivores'; 'fish'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'trees'; 'large_man-made_outdoor_things'; 'flowers'; 'food_containers']",trees
136,12,"['household_electrical_devices'; 'insects'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'fish'; 'people'; 'food_containers'; 'household_furniture'; 'large_man-made_outdoor_things'; 'reptiles']",insects
137,11,"['food_containers'; 'flowers'; 'aquatic_mammals'; 'large_carnivores'; 'insects'; 'medium_mammals'; 'people'; 'fish'; 'non-insect_invertebrates'; 'vehicles_2']",people
138,9,"['household_electrical_devices'; 'reptiles'; 'large_carnivores'; 'flowers'; 'medium_mammals'; 'large_natural_outdoor_scenes'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'insects'; 'food_containers']",reptiles
139,5,"['fish'; 'aquatic_mammals'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'food_containers'; 'trees'; 'large_natural_outdoor_scenes'; 'insects'; 'medium_mammals'; 'fruit_and_vegetables']",fish
140,17,"['large_omnivores_and_herbivores'; 'insects'; 'reptiles'; 'vehicles_1'; 'medium_mammals'; 'people'; 'large_man-made_outdoor_things'; 'fish'; 'small_mammals'; 'vehicles_2']",insects
141,2,"['vehicles_1'; 'food_containers'; 'people'; 'household_electrical_devices'; 'small_mammals'; 'vehicles_2'; 'large_carnivores'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'insects']",people
142,14,"['large_man-made_outdoor_things'; 'household_electrical_devices'; 'fruit_and_vegetables'; 'aquatic_mammals'; 'medium_mammals'; 'food_containers'; 'large_carnivores'; 'insects'; 'large_omnivores_and_herbivores'; 'non-insect_invertebrates']",large_man-made_outdoor_things
143,12,"['fish'; 'large_man-made_outdoor_things'; 'household_furniture'; 'people'; 'food_containers'; 'household_electrical_devices'; 'insects'; 'non-insect_invertebrates'; 'reptiles'; 'fruit_and_vegetables']",large_man-made_outdoor_things
144,5,"['aquatic_mammals'; 'medium_mammals'; 'food_containers'; 'vehicles_1'; 'fish'; 'large_natural_outdoor_scenes'; 'insects'; 'trees'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores']",fish
145,0,"['vehicles_2'; 'trees'; 'food_containers'; 'fruit_and_vegetables'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'flowers'; 'fish'; 'large_omnivores_and_herbivores'; 'medium_mammals']",fish
146,13,"['large_natural_outdoor_scenes'; 'trees'; 'reptiles'; 'medium_mammals'; 'large_carnivores'; 'food_containers'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'aquatic_mammals'; 'vehicles_1']",household_electrical_devices
147,12,"['insects'; 'large_man-made_outdoor_things'; 'people'; 'reptiles'; 'food_containers'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'fish'; 'non-insect_invertebrates'; 'household_furniture']",large_man-made_outdoor_things
148,16,"['household_electrical_devices'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'trees'; 'fish'; 'insects'; 'large_omnivores_and_herbivores'; 'vehicles_1'; 'reptiles']",household_electrical_devices
149,4,"['medium_mammals'; 'reptiles'; 'small_mammals'; 'vehicles_1'; 'vehicles_2'; 'large_carnivores'; 'insects'; 'trees'; 'large_man-made_outdoor_things'; 'fish']",trees
150,13,"['fruit_and_vegetables'; 'aquatic_mammals'; 'medium_mammals'; 'trees'; 'vehicles_1'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'food_containers'; 'reptiles']",large_natural_outdoor_scenes
151,0,"['fruit_and_vegetables'; 'trees'; 'flowers'; 'large_omnivores_and_herbivores'; 'vehicles_2'; 'fish'; 'medium_mammals'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'food_containers']",large_omnivores_and_herbivores
152,18,"['fruit_and_vegetables'; 'large_carnivores'; 'household_furniture'; 'large_man-made_outdoor_things'; 'flowers'; 'vehicles_2'; 'reptiles'; 'people'; 'trees'; 'small_mammals']",fruit_and_vegetables
153,15,"['trees'; 'vehicles_1'; 'household_electrical_devices'; 'large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'food_containers'; 'small_mammals'; 'flowers'; 'non-insect_invertebrates'; 'large_carnivores']",vehicles_1
154,10,"['trees'; 'flowers'; 'non-insect_invertebrates'; 'reptiles'; 'vehicles_2'; 'fruit_and_vegetables'; 'small_mammals'; 'large_carnivores'; 'food_containers'; 'medium_mammals']",vehicles_2
155,15,"['large_man-made_outdoor_things'; 'food_containers'; 'vehicles_1'; 'flowers'; 'non-insect_invertebrates'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'trees'; 'household_electrical_devices']",Food containers
156,5,"['food_containers'; 'trees'; 'large_natural_outdoor_scenes'; 'vehicles_1'; 'fish'; 'large_omnivores_and_herbivores'; 'insects'; 'medium_mammals'; 'fruit_and_vegetables'; 'aquatic_mammals']",fish
157,13,"['household_electrical_devices'; 'large_natural_outdoor_scenes'; 'aquatic_mammals'; 'food_containers'; 'fruit_and_vegetables'; 'vehicles_1'; 'reptiles'; 'trees'; 'large_carnivores'; 'medium_mammals']",aquatic_mammals
158,1,"['people'; 'trees'; 'vehicles_1'; 'small_mammals'; 'large_natural_outdoor_scenes'; 'flowers'; 'aquatic_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'large_man-made_outdoor_things']",vehicles_1
159,14,"['medium_mammals'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'aquatic_mammals'; 'food_containers'; 'large_omnivores_and_herbivores'; 'insects']",fruit_and_vegetables
160,12,"['fish'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'household_electrical_devices'; 'reptiles'; 'insects'; 'fruit_and_vegetables'; 'people'; 'food_containers'; 'household_furniture']",fish
161,3,"['non-insect_invertebrates'; 'household_furniture'; 'small_mammals'; 'household_electrical_devices'; 'fish'; 'large_man-made_outdoor_things'; 'insects'; 'large_omnivores_and_herbivores'; 'reptiles'; 'medium_mammals']",household_furniture
162,19,"['vehicles_1'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'small_mammals'; 'household_furniture'; 'large_man-made_outdoor_things'; 'insects'; 'trees']",large_natural_outdoor_scenes
163,1,"['small_mammals'; 'food_containers'; 'large_man-made_outdoor_things'; 'large_natural_outdoor_scenes'; 'flowers'; 'aquatic_mammals'; 'trees'; 'fruit_and_vegetables'; 'people'; 'vehicles_1']",fruit_and_vegetables
164,2,"['people'; 'vehicles_2'; 'vehicles_1'; 'large_carnivores'; 'food_containers'; 'small_mammals'; 'aquatic_mammals'; 'insects'; 'large_natural_outdoor_scenes'; 'household_electrical_devices']",vehicles_1
165,15,"['trees'; 'vehicles_1'; 'non-insect_invertebrates'; 'small_mammals'; 'food_containers'; 'large_natural_outdoor_scenes'; 'flowers'; 'large_carnivores'; 'large_man-made_outdoor_things'; 'household_electrical_devices']",vehicles_1
166,5,"['medium_mammals'; 'vehicles_1'; 'aquatic_mammals'; 'insects'; 'fish'; 'large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'trees'; 'food_containers']",large_natural_outdoor_scenes
167,2,"['large_carnivores'; 'food_containers'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'people'; 'small_mammals'; 'aquatic_mammals'; 'insects'; 'vehicles_2'; 'vehicles_1']",large_natural_outdoor_scenes
168,3,"['household_electrical_devices'; 'insects'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_furniture'; 'small_mammals'; 'reptiles'; 'medium_mammals'; 'large_omnivores_and_herbivores'; 'fish']",insects
169,12,"['large_man-made_outdoor_things'; 'people'; 'insects'; 'household_electrical_devices'; 'food_containers'; 'household_furniture'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'fish'; 'reptiles']",large_man-made_outdoor_things
170,16,"['large_omnivores_and_herbivores'; 'reptiles'; 'trees'; 'vehicles_1'; 'fish'; 'non-insect_invertebrates'; 'insects'; 'household_electrical_devices'; 'aquatic_mammals'; 'large_man-made_outdoor_things']",trees
171,0,"['large_omnivores_and_herbivores'; 'medium_mammals'; 'fish'; 'large_carnivores'; 'vehicles_2'; 'flowers'; 'large_man-made_outdoor_things'; 'fruit_and_vegetables'; 'food_containers'; 'trees']",trees
172,11,"['flowers'; 'fish'; 'people'; 'aquatic_mammals'; 'food_containers'; 'medium_mammals'; 'vehicles_2'; 'non-insect_invertebrates'; 'insects'; 'large_carnivores']",fish
173,12,"['fruit_and_vegetables'; 'household_furniture'; 'insects'; 'fish'; 'people'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'food_containers'; 'reptiles'; 'non-insect_invertebrates']",household_furniture
174,2,"['food_containers'; 'insects'; 'people'; 'small_mammals'; 'aquatic_mammals'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'vehicles_1'; 'vehicles_2'; 'household_electrical_devices']",insects
175,0,"['fruit_and_vegetables'; 'medium_mammals'; 'fish'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'vehicles_2'; 'flowers'; 'trees'; 'food_containers'; 'large_carnivores']",fish
176,4,"['large_carnivores'; 'small_mammals'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'reptiles'; 'vehicles_2'; 'insects'; 'vehicles_1'; 'fish'; 'trees']",large_man-made_outdoor_things
177,15,"['small_mammals'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'food_containers'; 'trees'; 'large_natural_outdoor_scenes'; 'large_carnivores'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'flowers']",vehicles_1
178,7,"['large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'small_mammals'; 'non-insect_invertebrates'; 'household_furniture'; 'food_containers'; 'flowers'; 'medium_mammals'; 'large_man-made_outdoor_things'; 'trees']",household_furniture
179,9,"['reptiles'; 'large_carnivores'; 'flowers'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'food_containers'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'household_electrical_devices'; 'insects']",household_electrical_devices
180,11,"['flowers'; 'aquatic_mammals'; 'non-insect_invertebrates'; 'insects'; 'vehicles_2'; 'medium_mammals'; 'large_carnivores'; 'food_containers'; 'fish'; 'people']",fish
181,14,"['food_containers'; 'aquatic_mammals'; 'large_omnivores_and_herbivores'; 'medium_mammals'; 'insects'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'large_carnivores'; 'non-insect_invertebrates']",aquatic_mammals
182,11,"['fish'; 'non-insect_invertebrates'; 'insects'; 'flowers'; 'people'; 'aquatic_mammals'; 'large_carnivores'; 'vehicles_2'; 'food_containers'; 'medium_mammals']",fish
183,3,"['large_man-made_outdoor_things'; 'medium_mammals'; 'small_mammals'; 'non-insect_invertebrates'; 'fish'; 'insects'; 'household_furniture'; 'large_omnivores_and_herbivores'; 'reptiles'; 'household_electrical_devices']",household_furniture
184,13,"['medium_mammals'; 'large_carnivores'; 'reptiles'; 'aquatic_mammals'; 'large_natural_outdoor_scenes'; 'fruit_and_vegetables'; 'household_electrical_devices'; 'vehicles_1'; 'food_containers'; 'trees']",large_natural_outdoor_scenes
185,13,"['medium_mammals'; 'large_natural_outdoor_scenes'; 'food_containers'; 'vehicles_1'; 'aquatic_mammals'; 'large_carnivores'; 'fruit_and_vegetables'; 'reptiles'; 'household_electrical_devices'; 'trees']",medium_mammals
186,19,"['large_natural_outdoor_scenes'; 'insects'; 'vehicles_1'; 'large_man-made_outdoor_things'; 'household_furniture'; 'small_mammals'; 'non-insect_invertebrates'; 'large_carnivores'; 'household_electrical_devices'; 'trees']",insects
187,13,"['aquatic_mammals'; 'trees'; 'vehicles_1'; 'large_natural_outdoor_scenes'; 'household_electrical_devices'; 'fruit_and_vegetables'; 'food_containers'; 'medium_mammals'; 'large_carnivores'; 'reptiles']",household_electrical_devices
188,14,"['aquatic_mammals'; 'fruit_and_vegetables'; 'food_containers'; 'medium_mammals'; 'large_carnivores'; 'insects'; 'large_man-made_outdoor_things'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'large_omnivores_and_herbivores']",aquatic_mammals
189,8,"['household_electrical_devices'; 'reptiles'; 'large_omnivores_and_herbivores'; 'insects'; 'food_containers'; 'large_man-made_outdoor_things'; 'medium_mammals'; 'vehicles_1'; 'aquatic_mammals'; 'non-insect_invertebrates']",household_electrical_devices
190,14,"['aquatic_mammals'; 'large_carnivores'; 'fruit_and_vegetables'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'large_man-made_outdoor_things'; 'large_omnivores_and_herbivores'; 'food_containers'; 'medium_mammals'; 'insects']",aquatic_mammals
191,1,"['large_natural_outdoor_scenes'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'vehicles_1'; 'people'; 'small_mammals'; 'trees'; 'fruit_and_vegetables'; 'flowers'; 'food_containers']",fruit_and_vegetables
192,16,"['large_omnivores_and_herbivores'; 'fish'; 'large_man-made_outdoor_things'; 'reptiles'; 'trees'; 'insects'; 'household_electrical_devices'; 'vehicles_1'; 'non-insect_invertebrates'; 'aquatic_mammals']",fish
193,9,"['flowers'; 'household_electrical_devices'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'insects'; 'non-insect_invertebrates'; 'large_omnivores_and_herbivores'; 'reptiles'; 'food_containers'; 'medium_mammals']",flowers
194,16,"['insects'; 'trees'; 'reptiles'; 'large_omnivores_and_herbivores'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'non-insect_invertebrates'; 'aquatic_mammals'; 'fish'; 'household_electrical_devices']",large_man-made_outdoor_things
195,18,"['household_furniture'; 'vehicles_2'; 'trees'; 'fruit_and_vegetables'; 'large_man-made_outdoor_things'; 'reptiles'; 'small_mammals'; 'flowers'; 'people'; 'large_carnivores']",fruit_and_vegetables
196,19,"['household_electrical_devices'; 'household_furniture'; 'insects'; 'large_carnivores'; 'large_natural_outdoor_scenes'; 'vehicles_1'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'trees'; 'small_mammals']",insects
197,6,"['vehicles_2'; 'fruit_and_vegetables'; 'medium_mammals'; 'food_containers'; 'non-insect_invertebrates'; 'vehicles_1'; 'large_omnivores_and_herbivores'; 'household_electrical_devices'; 'flowers'; 'large_carnivores']",fruit_and_vegetables
198,5,"['trees'; 'food_containers'; 'aquatic_mammals'; 'insects'; 'vehicles_1'; 'fish'; 'large_omnivores_and_herbivores'; 'large_natural_outdoor_scenes'; 'medium_mammals'; 'fruit_and_vegetables']",fish
199,19,"['large_carnivores'; 'household_furniture'; 'small_mammals'; 'non-insect_invertebrates'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'insects'; 'large_natural_outdoor_scenes'; 'trees'; 'household_electrical_devices']",household_furniture
200,5,"['food_containers'; 'insects'; 'aquatic_mammals'; 'vehicles_1'; 'large_natural_outdoor_scenes'; 'large_omnivores_and_herbivores'; 'trees'; 'medium_mammals'; 'fruit_and_vegetables'; 'fish']",insects
201,1,"['fruit_and_vegetables'; 'food_containers'; 'large_man-made_outdoor_things'; 'vehicles_1'; 'trees'; 'flowers'; 'small_mammals'; 'people'; 'large_natural_outdoor_scenes'; 'aquatic_mammals']",fruit_and_vegetables
202,14,"['fruit_and_vegetables'; 'large_omnivores_and_herbivores'; 'insects'; 'non-insect_invertebrates'; 'household_electrical_devices'; 'large_carnivores'; 'food_containers'; 'large_man-made_outdoor_things'; 'aquatic_mammals'; 'medium_mammals']",large_carnivores
