index,true_label,candidate_labels,complementary_label
270,0,"['wo'; 're'; 'ma'; 'o'; 'ha'; 'su'; 'na'; 'ki']",na
271,8,"['ma'; 'tsu'; 'na'; 'wo'; 'ki'; 'ha'; 'su'; 're']",na
272,5,"['o'; 'na'; 'ha'; 'ki'; 'wo'; 'tsu'; 're'; 'ya']",tsu
273,9,"['o'; 'wo'; 'ki'; 'na'; 'tsu'; 'ha'; 'su'; 'ma']",na
274,5,"['re'; 'ha'; 'na'; 'o'; 'ya'; 'tsu'; 'ki'; 'wo']",tsu
275,2,"['wo'; 'ma'; 'ya'; 'o'; 'ha'; 'na'; 're'; 'tsu']",tsu
276,3,"['ha'; 'ki'; 'su'; 'tsu'; 'o'; 'na'; 'ma'; 'ya']",ki
277,2,"['wo'; 'ha'; 'na'; 'tsu'; 'ma'; 'ya'; 'o'; 're']",na
278,3,"['ma'; 'na'; 'ha'; 'tsu'; 'su'; 'ki'; 'ya'; 'o']",na
279,2,"['ma'; 're'; 'na'; 'o'; 'tsu'; 'ha'; 'ya'; 'wo']",tsu
280,7,"['ya'; 'tsu'; 'ki'; 're'; 'wo'; 'su'; 'ha'; 'o']",ha
281,3,"['tsu'; 'ha'; 'ki'; 'ya'; 'na'; 'ma'; 'su'; 'o']",na
282,4,"['ma'; 'ki'; 'su'; 'ha'; 'tsu'; 'o'; 're'; 'ya']",ki
283,0,"['o'; 'wo'; 'ki'; 'ha'; 'ma'; 'su'; 'na'; 're']",na
284,9,"['tsu'; 'na'; 'o'; 'su'; 'wo'; 'ma'; 'ha'; 'ki']",na
285,5,"['o'; 'ki'; 'ha'; 'wo'; 'na'; 'ya'; 're'; 'tsu']",tsu
286,0,"['o'; 're'; 'ki'; 'na'; 'ma'; 'su'; 'ha'; 'wo']",o
287,3,"['ha'; 'na'; 'ki'; 'o'; 'tsu'; 'su'; 'ya'; 'ma']",na
288,5,"['tsu'; 'ya'; 'o'; 'na'; 'ki'; 'wo'; 're'; 'ha']",ha
289,4,"['o'; 'ha'; 'ma'; 'tsu'; 'su'; 're'; 'ya'; 'ki']",tsu
290,6,"['tsu'; 'ha'; 'su'; 'ya'; 're'; 'na'; 'ma'; 'ki']",tsu
291,3,"['tsu'; 'o'; 'ya'; 'ki'; 'na'; 'ma'; 'su'; 'ha']",o
292,8,"['wo'; 'ki'; 're'; 'su'; 'na'; 'tsu'; 'ha'; 'ma']",ki
293,6,"['ki'; 'ya'; 'su'; 'na'; 'ma'; 're'; 'tsu'; 'ha']",su
294,7,"['ki'; 'tsu'; 're'; 'ya'; 'ha'; 'o'; 'wo'; 'su']",tsu
295,4,"['ma'; 're'; 'ki'; 'ha'; 'su'; 'o'; 'tsu'; 'ya']",su
296,7,"['o'; 'ki'; 'tsu'; 'ya'; 're'; 'ha'; 'su'; 'wo']",ki
297,1,"['na'; 'o'; 'ha'; 're'; 'ki'; 'wo'; 'ya'; 'ma']",na
298,8,"['tsu'; 're'; 'ki'; 'ma'; 'na'; 'su'; 'ha'; 'wo']",ki
299,4,"['tsu'; 're'; 'ma'; 'su'; 'ya'; 'ki'; 'ha'; 'o']",re
300,1,"['ya'; 'wo'; 'ha'; 'ki'; 're'; 'na'; 'ma'; 'o']",na
301,8,"['na'; 're'; 'ha'; 'ki'; 'su'; 'ma'; 'wo'; 'tsu']",su
302,8,"['ha'; 'ki'; 'wo'; 'su'; 'ma'; 'na'; 'tsu'; 're']",su
303,3,"['o'; 'ha'; 'ki'; 'ma'; 'su'; 'tsu'; 'ya'; 'na']",na
304,9,"['tsu'; 'wo'; 'na'; 'su'; 'ha'; 'ki'; 'o'; 'ma']",na
305,8,"['re'; 'na'; 'su'; 'tsu'; 'ki'; 'wo'; 'ha'; 'ma']",na
306,6,"['tsu'; 'ya'; 'na'; 'ha'; 'ki'; 'su'; 'ma'; 're']",na
307,8,"['re'; 'wo'; 'su'; 'ha'; 'tsu'; 'ma'; 'na'; 'ki']",na
308,0,"['o'; 'su'; 're'; 'na'; 'wo'; 'ha'; 'ki'; 'ma']",na
309,0,"['su'; 'ki'; 're'; 'na'; 'ma'; 'ha'; 'o'; 'wo']",na
310,7,"['ki'; 'wo'; 're'; 'su'; 'ha'; 'ya'; 'tsu'; 'o']",su
311,4,"['su'; 'ya'; 're'; 'o'; 'ha'; 'ma'; 'tsu'; 'ki']",su
312,7,"['ya'; 'ha'; 're'; 'ki'; 'tsu'; 'o'; 'wo'; 'su']",ha
313,1,"['re'; 'ya'; 'o'; 'na'; 'ma'; 'wo'; 'ki'; 'ha']",ha
314,2,"['ha'; 'na'; 'ma'; 'wo'; 'tsu'; 'o'; 're'; 'ya']",na
315,4,"['re'; 'ha'; 'ya'; 'ma'; 'o'; 'su'; 'ki'; 'tsu']",re
316,4,"['su'; 'ya'; 'tsu'; 'o'; 'ki'; 'ma'; 're'; 'ha']",ha
317,2,"['wo'; 'o'; 'ya'; 'na'; 're'; 'ha'; 'tsu'; 'ma']",tsu
318,4,"['tsu'; 'o'; 'ma'; 'su'; 'ha'; 're'; 'ya'; 'ki']",o
319,4,"['re'; 'ma'; 'tsu'; 'ya'; 'ki'; 'su'; 'o'; 'ha']",ha
320,6,"['na'; 'ha'; 're'; 'ma'; 'tsu'; 'su'; 'ki'; 'ya']",tsu
321,4,"['ma'; 'ha'; 'ki'; 'su'; 'tsu'; 're'; 'o'; 'ya']",su
322,5,"['ya'; 'ha'; 'tsu'; 'na'; 'o'; 'wo'; 'ki'; 're']",tsu
323,9,"['ha'; 'wo'; 'o'; 'tsu'; 'ki'; 'ma'; 'na'; 'su']",tsu
324,3,"['tsu'; 'ki'; 'na'; 'ya'; 'o'; 'su'; 'ma'; 'ha']",ki
325,4,"['ma'; 'ki'; 'tsu'; 'ha'; 'ya'; 'su'; 're'; 'o']",ki
326,2,"['o'; 'na'; 're'; 'ha'; 'tsu'; 'ma'; 'wo'; 'ya']",tsu
327,4,"['ki'; 'su'; 'tsu'; 're'; 'ma'; 'o'; 'ha'; 'ya']",ki
328,1,"['o'; 'wo'; 'ma'; 're'; 'ha'; 'ki'; 'na'; 'ya']",na
329,5,"['ha'; 'tsu'; 'na'; 'wo'; 're'; 'ki'; 'ya'; 'o']",na
330,5,"['o'; 'na'; 'wo'; 'ki'; 're'; 'ya'; 'tsu'; 'ha']",ha
331,2,"['ha'; 'o'; 'wo'; 'ya'; 're'; 'ma'; 'na'; 'tsu']",tsu
332,2,"['ya'; 'ha'; 'tsu'; 'o'; 're'; 'na'; 'ma'; 'wo']",tsu
333,9,"['ma'; 'su'; 'na'; 'tsu'; 'ki'; 'wo'; 'o'; 'ha']",na
334,3,"['o'; 'na'; 'su'; 'ki'; 'ma'; 'ya'; 'tsu'; 'ha']",na
335,4,"['tsu'; 'ki'; 'ya'; 'ha'; 'o'; 'su'; 're'; 'ma']",ki
336,4,"['ha'; 'ki'; 'o'; 'ma'; 'tsu'; 'ya'; 'su'; 're']",tsu
337,9,"['su'; 'na'; 'tsu'; 'wo'; 'o'; 'ma'; 'ha'; 'ki']",na
338,7,"['re'; 'ya'; 'o'; 'su'; 'ki'; 'wo'; 'ha'; 'tsu']",su
339,8,"['na'; 'ki'; 'wo'; 're'; 'ma'; 'tsu'; 'ha'; 'su']",tsu
340,8,"['wo'; 'ma'; 'su'; 'ha'; 'ki'; 'tsu'; 'na'; 're']",su
341,1,"['ma'; 'ki'; 're'; 'wo'; 'o'; 'na'; 'ha'; 'ya']",ki
342,8,"['wo'; 'su'; 'na'; 'tsu'; 'ma'; 'ki'; 're'; 'ha']",su
343,9,"['na'; 'wo'; 'ha'; 'o'; 'ki'; 'tsu'; 'ma'; 'su']",tsu
344,9,"['na'; 'ki'; 'o'; 'wo'; 'ma'; 'tsu'; 'ha'; 'su']",tsu
345,3,"['ya'; 'o'; 'na'; 'ki'; 'ha'; 'ma'; 'su'; 'tsu']",su
346,5,"['wo'; 'na'; 'tsu'; 're'; 'ya'; 'ha'; 'o'; 'ki']",na
347,6,"['ya'; 'na'; 'ha'; 'ma'; 'su'; 're'; 'ki'; 'tsu']",su
348,2,"['ya'; 'o'; 'ma'; 'na'; 'ha'; 'tsu'; 'wo'; 're']",tsu
349,4,"['o'; 'tsu'; 'ya'; 're'; 'ha'; 'ma'; 'su'; 'ki']",tsu
350,6,"['na'; 'su'; 'tsu'; 're'; 'ha'; 'ma'; 'ki'; 'ya']",na
351,8,"['ki'; 'su'; 'tsu'; 'ma'; 'na'; 'wo'; 'ha'; 're']",re
352,0,"['re'; 'su'; 'o'; 'wo'; 'ha'; 'na'; 'ki'; 'ma']",na
353,9,"['su'; 'ha'; 'ki'; 'wo'; 'na'; 'ma'; 'o'; 'tsu']",su
354,6,"['na'; 'ki'; 'tsu'; 're'; 'ya'; 'su'; 'ma'; 'ha']",ki
355,3,"['ki'; 'su'; 'na'; 'ya'; 'tsu'; 'ha'; 'o'; 'ma']",su
356,8,"['ha'; 'wo'; 'na'; 're'; 'ma'; 'tsu'; 'su'; 'ki']",tsu
357,3,"['su'; 'tsu'; 'ki'; 'o'; 'ma'; 'na'; 'ha'; 'ya']",na
358,3,"['na'; 'ha'; 'su'; 'ya'; 'ma'; 'ki'; 'o'; 'tsu']",su
359,4,"['o'; 're'; 'tsu'; 'su'; 'ya'; 'ki'; 'ha'; 'ma']",ha
360,4,"['ki'; 'o'; 're'; 'ma'; 'ya'; 'tsu'; 'su'; 'ha']",tsu
361,4,"['ya'; 'ma'; 're'; 'tsu'; 'su'; 'ha'; 'ki'; 'o']",tsu
362,7,"['ha'; 'wo'; 'su'; 're'; 'ki'; 'o'; 'tsu'; 'ya']",su
363,7,"['re'; 'o'; 'tsu'; 'su'; 'ya'; 'ha'; 'wo'; 'ki']",tsu
364,2,"['re'; 'o'; 'ya'; 'na'; 'tsu'; 'ha'; 'ma'; 'wo']",tsu
365,5,"['ki'; 'ha'; 'tsu'; 'na'; 'o'; 'wo'; 'ya'; 're']",tsu
366,3,"['ya'; 'ki'; 'tsu'; 'ma'; 'na'; 'su'; 'o'; 'ha']",ki
367,6,"['re'; 'na'; 'ki'; 'su'; 'ha'; 'tsu'; 'ma'; 'ya']",su
368,5,"['na'; 're'; 'ya'; 'o'; 'ha'; 'tsu'; 'wo'; 'ki']",tsu
369,3,"['ki'; 'o'; 'ma'; 'ya'; 'su'; 'na'; 'tsu'; 'ha']",su
370,4,"['ha'; 'ya'; 'ma'; 'tsu'; 'su'; 're'; 'ki'; 'o']",tsu
371,1,"['ma'; 'wo'; 'ya'; 'o'; 'na'; 'ki'; 're'; 'ha']",na
372,2,"['ha'; 'ya'; 'o'; 'tsu'; 'ma'; 're'; 'wo'; 'na']",tsu
373,9,"['ki'; 'ha'; 'o'; 'tsu'; 'wo'; 'ma'; 'su'; 'na']",tsu
374,9,"['su'; 'o'; 'ki'; 'na'; 'wo'; 'ma'; 'ha'; 'tsu']",su
375,5,"['na'; 'wo'; 'o'; 're'; 'ki'; 'ha'; 'ya'; 'tsu']",tsu
376,4,"['ha'; 'ma'; 'ya'; 're'; 'tsu'; 'o'; 'ki'; 'su']",tsu
377,8,"['su'; 'ha'; 're'; 'tsu'; 'ma'; 'na'; 'ki'; 'wo']",su
378,3,"['ha'; 'o'; 'na'; 'ya'; 'ma'; 'su'; 'tsu'; 'ki']",na
379,6,"['ha'; 'ya'; 'tsu'; 'su'; 'na'; 're'; 'ma'; 'ki']",tsu
380,3,"['ki'; 'na'; 'su'; 'o'; 'ya'; 'ha'; 'tsu'; 'ma']",na
381,2,"['re'; 'na'; 'ya'; 'tsu'; 'ma'; 'ha'; 'wo'; 'o']",na
382,5,"['ha'; 'o'; 're'; 'ya'; 'tsu'; 'ki'; 'wo'; 'na']",tsu
383,8,"['na'; 'su'; 'ma'; 'tsu'; 're'; 'ha'; 'wo'; 'ki']",na
384,3,"['ki'; 'su'; 'ha'; 'ma'; 'tsu'; 'o'; 'na'; 'ya']",su
385,6,"['tsu'; 'ya'; 'na'; 're'; 'ki'; 'ma'; 'su'; 'ha']",na
386,9,"['o'; 'wo'; 'ki'; 'ha'; 'su'; 'tsu'; 'ma'; 'na']",na
387,0,"['o'; 'su'; 'ma'; 'ki'; 'ha'; 'wo'; 're'; 'na']",na
388,5,"['na'; 'tsu'; 're'; 'ya'; 'ha'; 'o'; 'wo'; 'ki']",na
389,8,"['su'; 'ki'; 'wo'; 'ma'; 're'; 'tsu'; 'ha'; 'na']",su
390,6,"['ki'; 'tsu'; 'na'; 'su'; 'ha'; 're'; 'ma'; 'ya']",na
391,1,"['ya'; 'ki'; 'o'; 'wo'; 'ha'; 'ma'; 're'; 'na']",ki
392,5,"['re'; 'ha'; 'o'; 'na'; 'tsu'; 'ya'; 'wo'; 'ki']",tsu
393,0,"['ha'; 're'; 'ki'; 'su'; 'ma'; 'na'; 'o'; 'wo']",na
394,8,"['na'; 're'; 'ki'; 'ma'; 'su'; 'wo'; 'tsu'; 'ha']",ha
395,0,"['ki'; 're'; 'o'; 'na'; 'wo'; 'ma'; 'su'; 'ha']",na
396,3,"['tsu'; 'su'; 'na'; 'ha'; 'ya'; 'o'; 'ma'; 'ki']",na
397,5,"['wo'; 'tsu'; 'na'; 'ha'; 'ki'; 're'; 'ya'; 'o']",na
398,3,"['o'; 'ma'; 'tsu'; 'na'; 'su'; 'ki'; 'ya'; 'ha']",ha
399,9,"['na'; 'ha'; 'tsu'; 'o'; 'ki'; 'ma'; 'su'; 'wo']",na
400,9,"['su'; 'o'; 'na'; 'ha'; 'ma'; 'ki'; 'wo'; 'tsu']",su
401,2,"['ma'; 'na'; 'ha'; 'wo'; 'ya'; 're'; 'o'; 'tsu']",na
402,0,"['ki'; 'na'; 're'; 'su'; 'wo'; 'o'; 'ma'; 'ha']",na
403,5,"['na'; 'ki'; 'wo'; 'ha'; 'tsu'; 'ya'; 'o'; 're']",tsu
404,2,"['re'; 'na'; 'ma'; 'wo'; 'o'; 'ha'; 'ya'; 'tsu']",tsu
405,4,"['su'; 're'; 'ki'; 'ma'; 'o'; 'ha'; 'tsu'; 'ya']",su
406,8,"['wo'; 'ma'; 'tsu'; 're'; 'ha'; 'su'; 'ki'; 'na']",na
407,9,"['su'; 'tsu'; 'na'; 'ma'; 'ha'; 'ki'; 'o'; 'wo']",na
408,9,"['tsu'; 'ki'; 'wo'; 'ha'; 'na'; 'ma'; 'su'; 'o']",ki
409,9,"['wo'; 'ma'; 'ki'; 'na'; 'su'; 'tsu'; 'ha'; 'o']",su
410,3,"['su'; 'ma'; 'ya'; 'ki'; 'ha'; 'o'; 'na'; 'tsu']",su
411,7,"['o'; 'su'; 'ki'; 'ha'; 'wo'; 'ya'; 'tsu'; 're']",su
412,4,"['ma'; 'o'; 'su'; 'ki'; 'ya'; 'tsu'; 're'; 'ha']",su
413,6,"['ma'; 'na'; 'ha'; 'tsu'; 'su'; 'ya'; 're'; 'ki']",na
414,5,"['wo'; 'ha'; 're'; 'ki'; 'o'; 'ya'; 'na'; 'tsu']",tsu
415,3,"['tsu'; 'ya'; 'su'; 'ma'; 'ha'; 'ki'; 'na'; 'o']",na
416,1,"['re'; 'na'; 'wo'; 'ha'; 'o'; 'ma'; 'ki'; 'ya']",na
417,6,"['re'; 'ki'; 'ha'; 'ya'; 'na'; 'tsu'; 'su'; 'ma']",tsu
418,8,"['ha'; 'ma'; 'tsu'; 'ki'; 'wo'; 'na'; 're'; 'su']",na
419,0,"['wo'; 'su'; 'ha'; 'ma'; 're'; 'o'; 'na'; 'ki']",na
420,4,"['ki'; 'ma'; 'ya'; 're'; 'tsu'; 'su'; 'o'; 'ha']",tsu
421,3,"['ki'; 'su'; 'tsu'; 'ya'; 'ha'; 'o'; 'na'; 'ma']",ha
422,6,"['re'; 'ma'; 'ki'; 'ya'; 'su'; 'ha'; 'tsu'; 'na']",su
423,1,"['na'; 'ya'; 'wo'; 'ha'; 're'; 'ma'; 'ki'; 'o']",na
424,0,"['na'; 'o'; 'su'; 'ki'; 'ma'; 'wo'; 're'; 'ha']",na
425,7,"['ki'; 'ha'; 'tsu'; 're'; 'ya'; 'wo'; 'o'; 'su']",tsu
426,7,"['ha'; 'tsu'; 'su'; 'wo'; 'ki'; 'o'; 'ya'; 're']",re
427,2,"['ha'; 'na'; 'o'; 'ya'; 're'; 'tsu'; 'ma'; 'wo']",tsu
428,2,"['ma'; 'wo'; 're'; 'tsu'; 'o'; 'ya'; 'ha'; 'na']",ha
429,3,"['o'; 'ha'; 'ma'; 'na'; 'ya'; 'su'; 'tsu'; 'ki']",na
430,3,"['na'; 'su'; 'ma'; 'o'; 'ya'; 'ha'; 'tsu'; 'ki']",su
431,2,"['re'; 'tsu'; 'na'; 'ha'; 'o'; 'ya'; 'wo'; 'ma']",na
432,5,"['na'; 're'; 'ya'; 'ki'; 'wo'; 'tsu'; 'ha'; 'o']",tsu
433,8,"['ha'; 'ki'; 'ma'; 'wo'; 're'; 'tsu'; 'su'; 'na']",tsu
434,0,"['ha'; 're'; 'ki'; 'na'; 'wo'; 'ma'; 'su'; 'o']",na
435,6,"['tsu'; 'su'; 're'; 'na'; 'ki'; 'ya'; 'ha'; 'ma']",tsu
436,7,"['ya'; 'ki'; 'wo'; 'ha'; 'su'; 'tsu'; 'o'; 're']",su
437,7,"['ha'; 'ya'; 'ki'; 'wo'; 'tsu'; 're'; 'su'; 'o']",tsu
438,4,"['ha'; 'ma'; 'ki'; 're'; 'ya'; 'o'; 'tsu'; 'su']",tsu
439,8,"['ma'; 'su'; 'ki'; 'wo'; 'na'; 're'; 'ha'; 'tsu']",su
440,6,"['ma'; 'ha'; 'ya'; 'tsu'; 'na'; 'su'; 'ki'; 're']",tsu
441,0,"['o'; 'ki'; 'ma'; 're'; 'na'; 'ha'; 'wo'; 'su']",na
442,4,"['re'; 'ya'; 'ki'; 'ha'; 'su'; 'o'; 'ma'; 'tsu']",su
443,4,"['su'; 'ma'; 'ya'; 'o'; 're'; 'tsu'; 'ki'; 'ha']",su
444,8,"['ki'; 're'; 'wo'; 'ha'; 'ma'; 'su'; 'tsu'; 'na']",su
445,6,"['ma'; 'su'; 're'; 'ki'; 'na'; 'tsu'; 'ha'; 'ya']",su
446,7,"['ki'; 'tsu'; 'ha'; 'o'; 'su'; 'ya'; 'wo'; 're']",tsu
447,9,"['o'; 'ma'; 'ha'; 'ki'; 'su'; 'tsu'; 'wo'; 'na']",su
448,0,"['ki'; 'o'; 're'; 'ma'; 'na'; 'wo'; 'su'; 'ha']",na
449,2,"['ha'; 'ma'; 'na'; 'wo'; 'o'; 're'; 'tsu'; 'ya']",tsu
450,0,"['ha'; 're'; 'wo'; 'ki'; 'o'; 'su'; 'na'; 'ma']",na
451,8,"['tsu'; 're'; 'wo'; 'ki'; 'ha'; 'su'; 'ma'; 'na']",na
452,5,"['ha'; 'tsu'; 're'; 'wo'; 'ya'; 'o'; 'na'; 'ki']",na
453,2,"['ha'; 'na'; 're'; 'ma'; 'tsu'; 'wo'; 'ya'; 'o']",na
454,6,"['tsu'; 'ha'; 'su'; 'na'; 'ma'; 'ya'; 're'; 'ki']",tsu
455,8,"['su'; 're'; 'ha'; 'tsu'; 'na'; 'ki'; 'ma'; 'wo']",na
456,9,"['ki'; 'ma'; 'su'; 'wo'; 'na'; 'tsu'; 'ha'; 'o']",su
457,1,"['o'; 'ya'; 'ma'; 're'; 'ki'; 'wo'; 'ha'; 'na']",na
458,2,"['wo'; 'ma'; 'ya'; 'o'; 're'; 'na'; 'ha'; 'tsu']",tsu
459,2,"['wo'; 'ha'; 'ma'; 're'; 'o'; 'ya'; 'na'; 'tsu']",na
460,9,"['o'; 'na'; 'wo'; 'tsu'; 'ki'; 'su'; 'ha'; 'ma']",na
461,2,"['re'; 'o'; 'ma'; 'wo'; 'ha'; 'ya'; 'na'; 'tsu']",tsu
462,6,"['ha'; 're'; 'su'; 'ya'; 'tsu'; 'ki'; 'na'; 'ma']",su
463,2,"['wo'; 'ma'; 'o'; 're'; 'ya'; 'na'; 'ha'; 'tsu']",tsu
464,7,"['o'; 'ya'; 'ki'; 'wo'; 'tsu'; 'ha'; 're'; 'su']",tsu
465,1,"['ya'; 're'; 'ki'; 'ha'; 'wo'; 'o'; 'ma'; 'na']",na
466,9,"['ma'; 'na'; 'su'; 'wo'; 'ki'; 'ha'; 'o'; 'tsu']",na
467,9,"['ki'; 'na'; 'o'; 'ma'; 'su'; 'ha'; 'tsu'; 'wo']",na
468,8,"['ha'; 'ki'; 'na'; 'tsu'; 're'; 'ma'; 'su'; 'wo']",ki
469,9,"['na'; 'wo'; 'ma'; 'tsu'; 'su'; 'o'; 'ki'; 'ha']",na
470,4,"['ha'; 'o'; 'ki'; 'ya'; 'su'; 'tsu'; 'ma'; 're']",su
471,7,"['o'; 'ki'; 'ha'; 'wo'; 'ya'; 'su'; 'tsu'; 're']",su
472,0,"['ki'; 'o'; 'ma'; 'su'; 're'; 'wo'; 'ha'; 'na']",na
473,3,"['ya'; 'na'; 'o'; 'su'; 'ma'; 'ki'; 'tsu'; 'ha']",na
474,5,"['ya'; 'o'; 'tsu'; 'ha'; 'na'; 'wo'; 're'; 'ki']",tsu
475,6,"['ki'; 'ma'; 'tsu'; 'ya'; 'su'; 'ha'; 're'; 'na']",tsu
476,0,"['o'; 'na'; 're'; 'su'; 'ha'; 'ki'; 'ma'; 'wo']",na
477,2,"['tsu'; 're'; 'ma'; 'na'; 'ha'; 'ya'; 'o'; 'wo']",na
478,7,"['o'; 'tsu'; 'su'; 'ya'; 'wo'; 'ki'; 'ha'; 're']",tsu
479,1,"['ki'; 'na'; 'ha'; 'ma'; 'o'; 'ya'; 'wo'; 're']",na
480,3,"['ya'; 'na'; 'ki'; 'su'; 'ha'; 'tsu'; 'ma'; 'o']",su
481,2,"['na'; 'o'; 'ha'; 'ma'; 'wo'; 're'; 'tsu'; 'ya']",tsu
482,8,"['su'; 'na'; 'wo'; 'ma'; 'ha'; 're'; 'tsu'; 'ki']",su
483,5,"['na'; 're'; 'o'; 'ha'; 'ya'; 'ki'; 'tsu'; 'wo']",tsu
484,3,"['ya'; 'o'; 'ki'; 'tsu'; 'ma'; 'su'; 'na'; 'ha']",tsu
485,2,"['ha'; 're'; 'na'; 'ma'; 'o'; 'ya'; 'wo'; 'tsu']",tsu
486,0,"['re'; 'ha'; 'su'; 'o'; 'wo'; 'ki'; 'ma'; 'na']",na
487,8,"['wo'; 'na'; 'ma'; 'ki'; 're'; 'ha'; 'tsu'; 'su']",tsu
488,6,"['tsu'; 'na'; 'ki'; 'ma'; 'su'; 're'; 'ya'; 'ha']",na
489,5,"['ya'; 're'; 'ki'; 'tsu'; 'na'; 'wo'; 'o'; 'ha']",tsu
490,0,"['ma'; 're'; 'ki'; 'o'; 'su'; 'ha'; 'na'; 'wo']",na
491,7,"['ki'; 're'; 'ha'; 'o'; 'su'; 'wo'; 'tsu'; 'ya']",su
492,6,"['re'; 'ha'; 'ya'; 'na'; 'tsu'; 'ki'; 'ma'; 'su']",tsu
493,5,"['o'; 'ki'; 're'; 'ya'; 'na'; 'tsu'; 'ha'; 'wo']",ki
494,3,"['ya'; 'ha'; 'ma'; 'na'; 'tsu'; 'o'; 'su'; 'ki']",tsu
495,4,"['ya'; 'tsu'; 'ma'; 'ki'; 'su'; 're'; 'ha'; 'o']",tsu
496,5,"['ha'; 'na'; 're'; 'tsu'; 'wo'; 'ya'; 'o'; 'ki']",na
497,5,"['na'; 'tsu'; 'ki'; 'wo'; 'ha'; 're'; 'ya'; 'o']",na
498,2,"['ma'; 'wo'; 'o'; 'na'; 'ya'; 're'; 'tsu'; 'ha']",tsu
499,1,"['re'; 'ha'; 'na'; 'ma'; 'o'; 'ki'; 'wo'; 'ya']",na
500,1,"['re'; 'na'; 'ki'; 'o'; 'ha'; 'ya'; 'ma'; 'wo']",na
501,5,"['na'; 'ha'; 're'; 'o'; 'wo'; 'ki'; 'tsu'; 'ya']",tsu
502,3,"['ya'; 'ha'; 'su'; 'ki'; 'tsu'; 'ma'; 'na'; 'o']",na
503,2,"['o'; 'ma'; 'wo'; 'na'; 'tsu'; 're'; 'ha'; 'ya']",tsu
504,2,"['ha'; 'wo'; 'o'; 're'; 'na'; 'ma'; 'ya'; 'tsu']",tsu
505,2,"['ya'; 'ha'; 're'; 'ma'; 'wo'; 'na'; 'o'; 'tsu']",tsu
506,3,"['na'; 'ki'; 'ya'; 'o'; 'tsu'; 'ha'; 'ma'; 'su']",tsu
507,6,"['re'; 'su'; 'ki'; 'tsu'; 'ha'; 'ma'; 'na'; 'ya']",su
508,0,"['ha'; 'na'; 'wo'; 'ki'; 'su'; 'ma'; 'o'; 're']",na
509,9,"['ma'; 'su'; 'ha'; 'o'; 'na'; 'ki'; 'tsu'; 'wo']",na
510,2,"['ha'; 'ma'; 'wo'; 'na'; 'ya'; 'o'; 're'; 'tsu']",tsu
511,8,"['tsu'; 'ma'; 'su'; 'ki'; 'na'; 'wo'; 'ha'; 're']",tsu
512,8,"['tsu'; 'ha'; 'su'; 'ma'; 'ki'; 're'; 'na'; 'wo']",na
513,5,"['ha'; 'na'; 'o'; 'tsu'; 'wo'; 're'; 'ya'; 'ki']",tsu
514,1,"['wo'; 'na'; 'ma'; 'o'; 're'; 'ya'; 'ki'; 'ha']",na
515,8,"['tsu'; 'ha'; 'ki'; 're'; 'na'; 'wo'; 'su'; 'ma']",tsu
516,4,"['tsu'; 'ya'; 'ma'; 're'; 'o'; 'ha'; 'su'; 'ki']",re
517,5,"['re'; 'wo'; 'o'; 'tsu'; 'ya'; 'ki'; 'ha'; 'na']",tsu
518,1,"['ma'; 'na'; 'ya'; 'o'; 're'; 'ha'; 'wo'; 'ki']",na
519,0,"['ki'; 're'; 'su'; 'o'; 'ha'; 'ma'; 'na'; 'wo']",ki
520,7,"['wo'; 'ya'; 'ki'; 'tsu'; 'o'; 'ha'; 'su'; 're']",tsu
521,1,"['ha'; 're'; 'ma'; 'ki'; 'wo'; 'o'; 'na'; 'ya']",na
522,8,"['su'; 're'; 'na'; 'tsu'; 'wo'; 'ki'; 'ma'; 'ha']",ha
523,1,"['ki'; 'na'; 're'; 'ha'; 'o'; 'ya'; 'wo'; 'ma']",na
524,6,"['tsu'; 'ha'; 'ya'; 'su'; 'ma'; 'ki'; 'na'; 're']",tsu
525,9,"['o'; 'ma'; 'tsu'; 'wo'; 'ki'; 'su'; 'ha'; 'na']",na
526,7,"['tsu'; 'ya'; 'ha'; 'wo'; 'o'; 're'; 'su'; 'ki']",re
527,3,"['na'; 'ya'; 'ha'; 'tsu'; 'su'; 'ma'; 'ki'; 'o']",tsu
528,1,"['re'; 'ha'; 'ya'; 'ma'; 'o'; 'wo'; 'ki'; 'na']",na
529,3,"['ha'; 'tsu'; 'na'; 'ma'; 'ya'; 'ki'; 'o'; 'su']",na
530,9,"['su'; 'ha'; 'tsu'; 'wo'; 'ki'; 'ma'; 'na'; 'o']",na
531,0,"['ma'; 'wo'; 'o'; 'na'; 'ki'; 'ha'; 're'; 'su']",na
532,8,"['na'; 'ma'; 'su'; 'ha'; 'tsu'; 'wo'; 'ki'; 're']",su
533,8,"['wo'; 'tsu'; 'ki'; 'na'; 'ma'; 'su'; 'ha'; 're']",na
534,9,"['na'; 'ha'; 'su'; 'ki'; 'ma'; 'tsu'; 'wo'; 'o']",na
535,3,"['tsu'; 'ya'; 'ma'; 'na'; 'o'; 'ha'; 'su'; 'ki']",na
536,7,"['re'; 'ki'; 'tsu'; 'ya'; 'ha'; 'wo'; 'su'; 'o']",tsu
537,4,"['su'; 'o'; 'tsu'; 'ha'; 'ya'; 'ki'; 're'; 'ma']",ha
538,4,"['ya'; 'su'; 'ma'; 're'; 'o'; 'tsu'; 'ki'; 'ha']",su
